source,source_value,row_count,row_share,scheme,version,mapping_kind,codes,match_type,confidence,notes,source_field,query_text,branch_codes,branch_titles,suggested_kind,suggested_codes,candidate_codes,candidate_titles,candidate_scores,retrieval_score,suggestion_source,review_status
fsq,[Retail > Department Store],31,0.0010917799535113053,psic,rev5,,,exact,,,category,retail sale Department Store,47,Retail Trade,SUBTREE,47191,47191|4721|47217|47761|47219,"Retail selling in department stores || Retail sale of food || Retail sale of salt || Retail sale of pet || Retail sale of food, n.e.c.",0.541361|0.364212|0.340993|0.334857|0.334592,0.541361,semantic:fsq:retail;retrieval:strong_separated_hit,REVIEW_REQUIRED
fsq,[Dining and Drinking > Bar > Karaoke Bar],31,0.0010917799535113053,psic,rev5,,,exact,,,category,beverage serving activities cafes coffee shops,563,Beverage serving activities,,,563|5630|56309|56302|56303,"Beverage serving activities || Beverage serving activities || Beverage serving activities, n.e.c. || Operation of cafés or coffee shops || Activities of tea shops",0.700880|0.700880|0.669606|0.453103|0.299470,0.700880,semantic:fsq:beverage;retrieval:candidates,REVIEW_CANDIDATES
fsq,[Arts and Entertainment > Arcade],31,0.0010917799535113053,psic,rev5,,,exact,,,category,Arts and Entertainment Arcade,,,,,90|93293|901|903|9039,"Arts Creation and Performing Arts Activities || Operation of arcade and amusement games using coins, tokens, cash or cards || Arts creation activities || Support activities to arts creation and performing arts || Other support activities to arts creation and performing arts",0.224397|0.212459|0.203407|0.200695|0.193485,0.224397,semantic:raw_category;retrieval:candidates,REVIEW_CANDIDATES
fsq,[Business and Professional Services > Health and Beauty Service > Nail Salon],31,0.0010917799535113053,psic,rev5,,,exact,,,category,Business and Professional Services Health and Beauty Service Nail Salon,,,,,R|8691|86910|702|7020,"Human Health and Social Work Activities || Intermediation service activities for medical, dental, and other human health services || Intermediation service activities for medical, dental, and other human health services || Business and other management consultancy activities || Business and other management consultancy activities",0.248041|0.229331|0.229331|0.226479|0.226479,0.248041,semantic:raw_category;retrieval:candidates,REVIEW_CANDIDATES
osm,shop=electronics,31,0.0010917799535113053,psic,rev5,,,exact,,,category,retail sale electronics,47,Retail Trade,,,4721|47217|47761|47219|4751,"Retail sale of food || Retail sale of salt || Retail sale of pet || Retail sale of food, n.e.c. || Retail sale of textiles",0.416844|0.391022|0.384350|0.380559|0.378791,0.416844,semantic:osm:shop;retrieval:candidates,REVIEW_CANDIDATES
osm,amenity=college,31,0.0010917799535113053,psic,rev5,,,exact,,,category,tertiary education,854,Tertiary education,,,854|8540|85401|85402,Tertiary education || Tertiary education || Public tertiary education || Private tertiary education,1.000000|1.000000|0.791306|0.782655,1.000000,semantic:osm:amenity=college;retrieval:candidates,REVIEW_CANDIDATES
overture,bar_and_grill_restaurant,31,0.0010917799535113053,psic,rev5,,,exact,,,category,restaurants and mobile food service activities,561,Restaurants and mobile food service activities,,,561|5610|56109|56101|56103,"Restaurants and mobile food service activities || Restaurants and mobile food service activities || Restaurants and mobile food service activities, n.e.c. || Full-service restaurants activities || Activities of buffet restaurants",1.000000|1.000000|0.975297|0.355586|0.327040,1.000000,semantic:overture:restaurant_suffix;retrieval:candidates,REVIEW_CANDIDATES
overture,burger_restaurant,31,0.0010917799535113053,psic,rev5,,,exact,,,category,restaurants and mobile food service activities,561,Restaurants and mobile food service activities,,,561|5610|56109|56101|56103,"Restaurants and mobile food service activities || Restaurants and mobile food service activities || Restaurants and mobile food service activities, n.e.c. || Full-service restaurants activities || Activities of buffet restaurants",1.000000|1.000000|0.975297|0.355586|0.327040,1.000000,semantic:overture:restaurant_suffix;retrieval:candidates,REVIEW_CANDIDATES
overture,computer_store,31,0.0010917799535113053,psic,rev5,,,exact,,,category,retail sale computer,47,Retail Trade,,,47401|47402|4721|47217|47761,Retail sale of computers || Retail sale of computer peripheral equipment || Retail sale of food || Retail sale of salt || Retail sale of pet,0.617402|0.566098|0.465985|0.437907|0.430817,0.617402,semantic:overture:store_suffix;retrieval:candidates,REVIEW_CANDIDATES
overture,automotive_service,31,0.0010917799535113053,psic,rev5,,,exact,,,category,automotive service,,,,,T|96|O|09|9690,Other Service Activities || Personal Service Activities || Administrative and Support Service Activities || Mining Support Service Activities || Other personal service activities n.e.c.,0.229088|0.195973|0.170715|0.166342|0.166301,0.229088,semantic:raw_category;retrieval:candidates,REVIEW_CANDIDATES
fsq,[Retail > Bookstore],30,0.0010565612453335212,psic,rev5,,,exact,,,category,retail sale Bookstore,47,Retail Trade,,,4721|47217|47219|4751|47761,"Retail sale of food || Retail sale of salt || Retail sale of food, n.e.c. || Retail sale of textiles || Retail sale of pet",0.538119|0.502641|0.498075|0.495150|0.493026,0.538119,semantic:fsq:retail;retrieval:candidates,REVIEW_CANDIDATES
fsq,[Retail > Sporting Goods Retail],30,0.0010565612453335212,psic,rev5,,,exact,,,category,retail sale Sporting Goods Retail,47,Retail Trade,,,4762|47629|4721|4773|47217,"Retail sale of sporting equipment || Retail sale of sporting equipment, n.e.c. || Retail sale of food || Retail sale of other new goods n.e.c. || Retail sale of salt",0.626397|0.592493|0.467690|0.461576|0.428925,0.626397,semantic:fsq:retail;retrieval:candidates,REVIEW_CANDIDATES
osm,amenity=parking,30,0.0010565612453335212,psic,rev5,,,exact,,,category,parking amenity,,,,,842|841|80190|8019|80111,"Provision of services to the community as a whole || Administration of the State and the economic, social and environmental policies of the community || Security activities n.e.c. || Security activities n.e.c. || Private security activities",0.055786|0.035262|0.032608|0.032608|0.029005,0.055786,semantic:raw_category;retrieval:candidates,REVIEW_CANDIDATES
overture,town_hall,30,0.0010565612453335212,psic,rev5,,,exact,,,category,town hall,,,,,98200|9820|982|98100|9810,Undifferentiated service-producing activities of private households for own use || Undifferentiated service-producing activities of private households for own use || Undifferentiated service-producing activities of private households for own use || Undifferentiated goods-producing activities of private households for their own use || Undifferentiated goods-producing activities of private households for their own use,0.028476|0.028476|0.028476|0.027088|0.027088,0.028476,semantic:raw_category;retrieval:candidates,REVIEW_CANDIDATES
fsq,[Dining and Drinking > Restaurant > Comfort Food Restaurant],29,0.0010213425371557372,psic,rev5,,,exact,,,category,restaurants and mobile food service activities,561,Restaurants and mobile food service activities,,,561|5610|56109|56101|56103,"Restaurants and mobile food service activities || Restaurants and mobile food service activities || Restaurants and mobile food service activities, n.e.c. || Full-service restaurants activities || Activities of buffet restaurants",1.000000|1.000000|0.975297|0.355586|0.327040,1.000000,semantic:fsq:restaurant;retrieval:candidates,REVIEW_CANDIDATES
fsq,[Sports and Recreation > Water Sports > Swimming > Swimming Pool],29,0.0010213425371557372,psic,rev5,,,exact,,,category,Sports and Recreation Water Sports Swimming Swimming Pool,,,,,S|93292|93|931|9319,"Arts, Sports and Recreation || Activities of beaches and recreational swimming pools || Sports Activities and Amusement And Recreation Activities || Sports activities || Other sports activities",0.487335|0.377542|0.324193|0.290724|0.241316,0.487335,semantic:raw_category;retrieval:candidates,REVIEW_CANDIDATES
fsq,[Community and Government > Education > College and University > College Gym],29,0.0010213425371557372,psic,rev5,,,exact,,,category,education activities tertiary primary secondary education,854,Tertiary education,,,854|8540|85402|85401,Tertiary education || Tertiary education || Private tertiary education || Public tertiary education,0.622696|0.622696|0.502477|0.499774,0.622696,semantic:fsq:education;retrieval:candidates,REVIEW_CANDIDATES
osm,leisure=pitch,29,0.0010213425371557372,psic,rev5,,,exact,,,category,pitch leisure,,,NOT_ACTIVITY,,,,,,rule:high_precision_non_activity,REVIEW_REQUIRED
overture,pet_store,29,0.0010213425371557372,psic,rev5,,,exact,,,category,retail sale pet,47,Retail Trade,SUBTREE,47761,47761|4776|47762|4721|47217,Retail sale of pet || Retail sale of pet and pet supplies || Retail sale of pet supplies || Retail sale of food || Retail sale of salt,0.851573|0.681373|0.662427|0.484394|0.457613,0.851573,semantic:overture:store_suffix;retrieval:strong_separated_hit,REVIEW_REQUIRED
overture,ice_cream_shop,29,0.0010213425371557372,psic,rev5,,,exact,,,category,ice cream shop,,,,,901|90130|9013|9012|90129,"Arts creation activities || Other arts creation activities || Other arts creation activities || Visual arts creation activities || Visual arts creation activities, n.e.c.",0.075645|0.070709|0.070709|0.054941|0.050293,0.075645,semantic:raw_category;retrieval:candidates,REVIEW_CANDIDATES
overture,tea_room,29,0.0010213425371557372,psic,rev5,,,exact,,,category,tea room,,,,,35300|3530|353|35|D,"Steam and air conditioning supply || Steam and air conditioning supply || Steam and air conditioning supply || Electricity, Gas, Steam and Air Conditioning Supply || Electricity, Gas, Steam and Air Conditioning Supply",0.013051|0.013051|0.013051|0.009790|0.009790,0.013051,semantic:raw_category;retrieval:candidates,REVIEW_CANDIDATES
fsq,[Landmarks and Outdoors > Park],28,0.0009861238289779531,psic,rev5,,,exact,,,category,Landmarks and Outdoors Park,,,NOT_ACTIVITY,,,,,,rule:high_precision_non_activity,REVIEW_REQUIRED
fsq,[Business and Professional Services > Factory],28,0.0009861238289779531,psic,rev5,,,exact,,,category,Business and Professional Services Factory,,,,,70200|702|7020|829|8299,Business and other management consultancy activities || Business and other management consultancy activities || Business and other management consultancy activities || Business support service activities n.e.c. || Other business support service activities n.e.c.,0.271257|0.271257|0.271257|0.260216|0.241977,0.271257,semantic:raw_category;retrieval:candidates,REVIEW_CANDIDATES
fsq,"['Dining and Drinking > Cafe, Coffee, and Tea House > Tea Room']",28,0.0009861238289779531,psic,rev5,,,exact,,,category,beverage serving activities cafes coffee shops,563,Beverage serving activities,,,563|5630|56309|56302|56303,"Beverage serving activities || Beverage serving activities || Beverage serving activities, n.e.c. || Operation of cafés or coffee shops || Activities of tea shops",0.700880|0.700880|0.669606|0.453103|0.299470,0.700880,semantic:fsq:beverage;retrieval:candidates,REVIEW_CANDIDATES
osm,amenity=bar,28,0.0009861238289779531,psic,rev5,,,exact,,,category,beverage serving activities,563,Beverage serving activities,,,563|5630|56309|56304|56303,"Beverage serving activities || Beverage serving activities || Beverage serving activities, n.e.c. || Activities of beverage stands, kiosks and counters || Activities of tea shops",1.000000|1.000000|0.952039|0.245007|0.074229,1.000000,semantic:osm:amenity=bar;retrieval:candidates,REVIEW_CANDIDATES
overture,chicken_restaurant,28,0.0009861238289779531,psic,rev5,,,exact,,,category,restaurants and mobile food service activities,561,Restaurants and mobile food service activities,,,561|5610|56109|56101|56103,"Restaurants and mobile food service activities || Restaurants and mobile food service activities || Restaurants and mobile food service activities, n.e.c. || Full-service restaurants activities || Activities of buffet restaurants",1.000000|1.000000|0.975297|0.355586|0.327040,1.000000,semantic:overture:restaurant_suffix;retrieval:candidates,REVIEW_CANDIDATES
overture,b2b_advertising_and_marketing_service,28,0.0009861238289779531,psic,rev5,,,exact,,,category,b2b advertising and marketing service,,,,,7310|731|73109|73101|73,"Advertising activities || Advertising activities || Advertising activities, n.e.c. || Activities of advertising agency, except billboard and outdoor advertising activities || Activities of Advertising, Market Research, and Public Relations",0.434423|0.434423|0.408178|0.294498|0.285196,0.434423,semantic:raw_category;retrieval:candidates,REVIEW_CANDIDATES
overture,holiday_rental_home,28,0.0009861238289779531,psic,rev5,,,exact,,,category,holiday rental home,,,,,77|7710|771|77100|77292,Rental and Leasing Activities || Rental and leasing of motor vehicles || Rental and leasing of motor vehicles || Rental and leasing of motor vehicles || Rental and leasing of household furniture,0.268630|0.222673|0.222673|0.222673|0.206193,0.268630,semantic:raw_category;retrieval:candidates,REVIEW_CANDIDATES
fsq,[Travel and Transportation > Transport Hub > Bus Station],27,0.0009509051208001691,psic,rev5,,,exact,,,category,Travel and Transportation Transport Hub Bus Station,,,,,522|H|5229|51|50,Support activities for transportation || Transportation and Storage || Other support activities for transportation || Air Transport || Water Transport,0.344989|0.328851|0.322189|0.308898|0.297593,0.344989,semantic:raw_category;retrieval:candidates,REVIEW_CANDIDATES
fsq,[Landmarks and Outdoors > Garden],27,0.0009509051208001691,psic,rev5,,,exact,,,category,Landmarks and Outdoors Garden,,,,,95222|9522|73102|73101|494,"Repair and maintenance of home and garden equipment || Repair and maintenance of household appliances and home and garden equipment || Billboard and outdoor advertising activities || Activities of advertising agency, except billboard and outdoor advertising activities || Other land transport",0.320940|0.268642|0.148647|0.105413|0.053408,0.320940,semantic:raw_category;retrieval:candidates,REVIEW_CANDIDATES
fsq,[Landmarks and Outdoors > Farm],27,0.0009509051208001691,psic,rev5,,,exact,,,category,Landmarks and Outdoors Farm,,,,,73102|73101|494|81|49,"Billboard and outdoor advertising activities || Activities of advertising agency, except billboard and outdoor advertising activities || Other land transport || Services to Buildings and Landscape Activities || Land Transport and Transport via Pipelines",0.149964|0.106359|0.055605|0.044236|0.042273,0.149964,semantic:raw_category;retrieval:candidates,REVIEW_CANDIDATES
fsq,[Dining and Drinking > Food Truck],27,0.0009509051208001691,psic,rev5,,,exact,,,category,food and beverage service activities,56,Food and Beverage Service Activities,SUBTREE,56,56|5640|56400|564|56290,Food and Beverage Service Activities || Intermediation service activities for food and beverage services activities || Intermediation service activities for food and beverage services activities || Intermediation service activities for food and beverage services activities || Other food service activities,1.000000|0.669798|0.669798|0.669798|0.442780,1.000000,semantic:fsq:dining;retrieval:strong_separated_hit,REVIEW_REQUIRED
overture,food_delivery_service,27,0.0009509051208001691,psic,rev5,,,exact,,,category,food delivery service,,,,,5629|56290|56|I|56400,Other food service activities || Other food service activities || Food and Beverage Service Activities || Accommodation and Food Service Activities || Intermediation service activities for food and beverage services activities,0.340888|0.340888|0.269666|0.250759|0.221025,0.340888,semantic:raw_category;retrieval:candidates,REVIEW_CANDIDATES
overture,veterinarian,27,0.0009509051208001691,psic,rev5,,,exact,,,category,veterinarian,,,,,75000|7500|750|75|42,Veterinary activities || Veterinary activities || Veterinary activities || Veterinary activities || Civil Engineering,0.282836|0.282836|0.282836|0.282836|0.019765,0.282836,semantic:raw_category;retrieval:candidates,REVIEW_CANDIDATES
overture,tutoring_service,27,0.0009509051208001691,psic,rev5,,,exact,,,category,tutoring service,,,,,T|96|56290|5629|9690,Other Service Activities || Personal Service Activities || Other food service activities || Other food service activities || Other personal service activities n.e.c.,0.360124|0.320251|0.300289|0.300289|0.269747,0.360124,semantic:raw_category;retrieval:candidates,REVIEW_CANDIDATES
fsq,[Travel and Transportation > Lodging > Resort],26,0.000915686412622385,psic,rev5,,,exact,,,category,accommodation hotels and similar accommodation,55,Accommodation,,,551|5510|55109|55|559,"Hotels and similar accommodation activities || Hotels and similar accommodation activities || Hotels and similar accommodation activities, n.e.c. || Accommodation || Other accommodation n.e.c.",0.906795|0.906795|0.884855|0.655820|0.473126,0.906795,semantic:fsq:lodging;retrieval:candidates,REVIEW_CANDIDATES
fsq,[Landmarks and Outdoors > Plaza],26,0.000915686412622385,psic,rev5,,,exact,,,category,Landmarks and Outdoors Plaza,,,,,93210|9321|953|9510|951,Activities of amusement parks and theme parks || Activities of amusement parks and theme parks || Repair and maintenance of motor vehicles and motorcycles || Repair and maintenance of computers and communication equipment || Repair and maintenance of computers and communication equipment,0.128034|0.128034|0.100210|0.097551|0.097551,0.128034,semantic:raw_category;retrieval:candidates,REVIEW_CANDIDATES
fsq,[Landmarks and Outdoors > States and Municipalities > Village],26,0.000915686412622385,psic,rev5,,,exact,,,category,Landmarks and Outdoors States and Municipalities Village,,,,,9510|951|77304|9321|93210,Repair and maintenance of computers and communication equipment || Repair and maintenance of computers and communication equipment || Rental and leasing of office and information and communication technology machinery and equipment || Activities of amusement parks and theme parks || Activities of amusement parks and theme parks,0.118580|0.118580|0.109700|0.109260|0.109260,0.118580,semantic:raw_category;retrieval:candidates,REVIEW_CANDIDATES
fsq,[Travel and Transportation > Transportation Service > Taxi],26,0.000915686412622385,psic,rev5,,,exact,,,category,Travel and Transportation Transportation Service Taxi,,,,,523|522|H|5231|5229,Intermediation service activities for transportation || Support activities for transportation || Transportation and Storage || Intermediation service activities for freight transportation || Other support activities for transportation,0.439419|0.404337|0.389471|0.376891|0.372800,0.439419,semantic:raw_category;retrieval:candidates,REVIEW_CANDIDATES
osm,amenity=marketplace,26,0.000915686412622385,psic,rev5,,,exact,,,category,marketplace amenity,,,,,7320|73200|732|73|842,"Market research and public opinion polling activities || Market research and public opinion polling activities || Market research and public opinion polling activities || Activities of Advertising, Market Research, and Public Relations || Provision of services to the community as a whole",0.089632|0.089632|0.089632|0.081945|0.052943,0.089632,semantic:raw_category;retrieval:candidates,REVIEW_CANDIDATES
osm,tourism=hostel,26,0.000915686412622385,psic,rev5,,,exact,,,category,short term accommodation activities,55,Accommodation,,,552|5520|55209|55|551,"Other short term accommodation activities || Other short term accommodation activities || Other short-term accommodation activities, n.e.c. || Accommodation || Hotels and similar accommodation activities",0.934204|0.934204|0.828229|0.465991|0.368924,0.934204,semantic:osm:lodging;retrieval:candidates,REVIEW_CANDIDATES
osm,shop=car_parts,26,0.000915686412622385,psic,rev5,,,exact,,,category,retail sale motor vehicle parts accessories,4782,Retail sale of motor vehicle parts and accessories,,,4782|47829|47821,"Retail sale of motor vehicle parts and accessories || Retail sale of motor vehicle parts and accessories, n.e.c. || Retail sale of motor vehicle tires and batteries",0.894027|0.861461|0.448566,0.894027,semantic:osm:shop=car_parts;retrieval:candidates,REVIEW_CANDIDATES
osm,tourism=chalet,26,0.000915686412622385,psic,rev5,,,exact,,,category,short term accommodation activities,55,Accommodation,,,552|5520|55209|55|551,"Other short term accommodation activities || Other short term accommodation activities || Other short-term accommodation activities, n.e.c. || Accommodation || Hotels and similar accommodation activities",0.934204|0.934204|0.828229|0.465991|0.368924,0.934204,semantic:osm:lodging;retrieval:candidates,REVIEW_CANDIDATES
overture,police_station,26,0.000915686412622385,psic,rev5,,,exact,,,category,police station,,,,,523|5231|H|5232|49422,Intermediation service activities for transportation || Intermediation service activities for freight transportation || Transportation and Storage || Intermediation service activities for passenger transportation || Operations of vehicles for transportation network service,0.069109|0.061048|0.059659|0.059046|0.054881,0.069109,semantic:raw_category;retrieval:candidates,REVIEW_CANDIDATES
overture,internet_cafe,26,0.000915686412622385,psic,rev5,,,exact,,,category,internet cafe,,,,,8791|87910|95400|9540|954,"Intermediation service activities for residential care activities || Intermediation service activities for residential care activities || Intermediation service activities for repair and maintenance of computers, personal and household goods, and motor vehicles and motorcycles || Intermediation service activities for repair and maintenance of computers, personal and household goods, and motor vehicles and motorcycles || Intermediation service activities for repair and maintenance of computers, personal and household goods, and motor vehicles and motorcycles",0.040250|0.040250|0.029151|0.029151|0.029151,0.040250,semantic:raw_category;retrieval:candidates,REVIEW_CANDIDATES
overture,auto_detailing,26,0.000915686412622385,psic,rev5,,,exact,,,category,auto detailing,,,,,4730|473|47300|47111|47191,Retail sale of automotive fuel || Retail sale of automotive fuel || Retail sale of automotive fuel || Retail selling in groceries || Retail selling in department stores,0.104520|0.104520|0.104520|0.050360|0.047846,0.104520,semantic:raw_category;retrieval:candidates,REVIEW_CANDIDATES
overture,home_improvement_store,26,0.000915686412622385,psic,rev5,,,exact,,,category,retail sale home improvement,47,Retail Trade,,,4721|47217|47591|47219|47761,"Retail sale of food || Retail sale of salt || Retail sale of home furniture, fixtures and lighting equipment || Retail sale of food, n.e.c. || Retail sale of pet",0.394501|0.368964|0.368411|0.363644|0.362137,0.394501,semantic:overture:store_suffix;retrieval:candidates,REVIEW_CANDIDATES
fsq,[Travel and Transportation > Lodging > Bed and Breakfast],25,0.000880467704444601,psic,rev5,,,exact,,,category,accommodation hotels and similar accommodation,55,Accommodation,,,551|5510|55109|55|559,"Hotels and similar accommodation activities || Hotels and similar accommodation activities || Hotels and similar accommodation activities, n.e.c. || Accommodation || Other accommodation n.e.c.",0.906795|0.906795|0.884855|0.655820|0.473126,0.906795,semantic:fsq:lodging;retrieval:candidates,REVIEW_CANDIDATES
fsq,[Dining and Drinking > Juice Bar],25,0.000880467704444601,psic,rev5,,,exact,,,category,beverage serving activities cafes coffee shops,563,Beverage serving activities,,,563|5630|56309|56302|56303,"Beverage serving activities || Beverage serving activities || Beverage serving activities, n.e.c. || Operation of cafés or coffee shops || Activities of tea shops",0.700880|0.700880|0.669606|0.453103|0.299470,0.700880,semantic:fsq:beverage;retrieval:candidates,REVIEW_CANDIDATES
fsq,[Sports and Recreation],25,0.000880467704444601,psic,rev5,,,exact,,,category,Sports and Recreation,,,SUBTREE,S,S|93|932|9329|93299,"Arts, Sports and Recreation || Sports Activities and Amusement And Recreation Activities || Amusement and recreation activities || Other amusement and recreation activities || Other amusement and recreation activities, n.e.c.",0.810557|0.536626|0.471011|0.432324|0.417745,0.810557,semantic:raw_category;retrieval:strong_separated_hit,REVIEW_REQUIRED
osm,shop=water,25,0.000880467704444601,psic,rev5,,,exact,,,category,retail sale water,47,Retail Trade,,,4721|47217|47761|47401|47219,"Retail sale of food || Retail sale of salt || Retail sale of pet || Retail sale of computers || Retail sale of food, n.e.c.",0.523090|0.492777|0.485381|0.471285|0.470924,0.523090,semantic:osm:shop;retrieval:candidates,REVIEW_CANDIDATES
overture,fueling_station,25,0.000880467704444601,psic,rev5,,,exact,,,category,fueling station,,,,,H|523|522|5229|5231,Transportation and Storage || Intermediation service activities for transportation || Support activities for transportation || Other support activities for transportation || Intermediation service activities for freight transportation,0.065020|0.062085|0.057335|0.055094|0.054844,0.065020,semantic:raw_category;retrieval:candidates,REVIEW_CANDIDATES
overture,food_beverage_distributor,25,0.000880467704444601,psic,rev5,,,exact,,,category,food beverage distributor,,,,,56|5630|563|564|56400,Food and Beverage Service Activities || Beverage serving activities || Beverage serving activities || Intermediation service activities for food and beverage services activities || Intermediation service activities for food and beverage services activities,0.440881|0.324240|0.324240|0.314592|0.314592,0.440881,semantic:raw_category;retrieval:candidates,REVIEW_CANDIDATES
fsq,[Dining and Drinking > Restaurant > Bistro],24,0.0008452489962668169,psic,rev5,,,exact,,,category,restaurants and mobile food service activities,561,Restaurants and mobile food service activities,,,561|5610|56109|56101|56103,"Restaurants and mobile food service activities || Restaurants and mobile food service activities || Restaurants and mobile food service activities, n.e.c. || Full-service restaurants activities || Activities of buffet restaurants",1.000000|1.000000|0.975297|0.355586|0.327040,1.000000,semantic:fsq:restaurant;retrieval:candidates,REVIEW_CANDIDATES
fsq,[Community and Government > Spiritual Center],24,0.0008452489962668169,psic,rev5,,,exact,,,category,activities of religious organizations,9491,Activities of religious organizations,,,94910|9491,Activities of religious organizations || Activities of religious organizations,1.000000|1.000000,1.000000,semantic:fsq:religion;retrieval:candidates,REVIEW_CANDIDATES
fsq,[Community and Government > Education > College and University > College Auditorium],24,0.0008452489962668169,psic,rev5,,,exact,,,category,education activities tertiary primary secondary education,854,Tertiary education,,,854|8540|85402|85401,Tertiary education || Tertiary education || Private tertiary education || Public tertiary education,0.622696|0.622696|0.502477|0.499774,0.622696,semantic:fsq:education;retrieval:candidates,REVIEW_CANDIDATES
fsq,[Community and Government > Education > College and University > College Quad],24,0.0008452489962668169,psic,rev5,,,exact,,,category,education activities tertiary primary secondary education,854,Tertiary education,,,854|8540|85402|85401,Tertiary education || Tertiary education || Private tertiary education || Public tertiary education,0.622696|0.622696|0.502477|0.499774,0.622696,semantic:fsq:education;retrieval:candidates,REVIEW_CANDIDATES
osm,amenity=police,24,0.0008452489962668169,psic,rev5,,,exact,,,category,police amenity,,,,,841|9492|94920|842|8019,"Administration of the State and the economic, social and environmental policies of the community || Activities of political organizations || Activities of political organizations || Provision of services to the community as a whole || Security activities n.e.c.",0.102508|0.076420|0.076420|0.062888|0.034871,0.102508,semantic:raw_category;retrieval:candidates,REVIEW_CANDIDATES
overture,shoe_store,24,0.0008452489962668169,psic,rev5,,,exact,,,category,retail sale shoe,47,Retail Trade,,,4721|47217|47761|47219|4751,"Retail sale of food || Retail sale of salt || Retail sale of pet || Retail sale of food, n.e.c. || Retail sale of textiles",0.425117|0.400650|0.394719|0.382184|0.380941,0.425117,semantic:overture:store_suffix;retrieval:candidates,REVIEW_CANDIDATES
overture,family_practice,24,0.0008452489962668169,psic,rev5,,,exact,,,category,family practice,,,,,0620|062|06200|T|06100,Extraction of natural gas || Extraction of natural gas || Extraction of natural gas || Other Service Activities || Extraction of crude petroleum,0.038254|0.038254|0.038254|0.030810|0.030205,0.038254,semantic:raw_category;retrieval:candidates,REVIEW_CANDIDATES
fsq,[Dining and Drinking > Restaurant > Deli],23,0.0008100302880890329,psic,rev5,,,exact,,,category,restaurants and mobile food service activities,561,Restaurants and mobile food service activities,,,561|5610|56109|56101|56103,"Restaurants and mobile food service activities || Restaurants and mobile food service activities || Restaurants and mobile food service activities, n.e.c. || Full-service restaurants activities || Activities of buffet restaurants",1.000000|1.000000|0.975297|0.355586|0.327040,1.000000,semantic:fsq:restaurant;retrieval:candidates,REVIEW_CANDIDATES
fsq,[Community and Government > Organization > Non-Profit Organization],23,0.0008100302880890329,psic,rev5,,,exact,,,category,Community and Government Organization Non-Profit Organization,,,,,9492|94920|9491|94910|94,Activities of political organizations || Activities of political organizations || Activities of religious organizations || Activities of religious organizations || Activities of Membership Organizations,0.171431|0.171431|0.164007|0.164007|0.163878,0.171431,semantic:raw_category;retrieval:candidates,REVIEW_CANDIDATES
fsq,[Dining and Drinking > Bar > Lounge],23,0.0008100302880890329,psic,rev5,,,exact,,,category,beverage serving activities cafes coffee shops,563,Beverage serving activities,,,563|5630|56309|56302|56303,"Beverage serving activities || Beverage serving activities || Beverage serving activities, n.e.c. || Operation of cafés or coffee shops || Activities of tea shops",0.700880|0.700880|0.669606|0.453103|0.299470,0.700880,semantic:fsq:beverage;retrieval:candidates,REVIEW_CANDIDATES
fsq,[Business and Professional Services > Business Service],23,0.0008100302880890329,psic,rev5,,,exact,,,category,Business and Professional Services Business Service,,,,,829|941|8299|82990|702,"Business support service activities n.e.c. || Activities of business, employers and professional membership organizations || Other business support service activities n.e.c. || Other business support service activities n.e.c. || Business and other management consultancy activities",0.438620|0.434034|0.404250|0.404250|0.355115,0.438620,semantic:raw_category;retrieval:candidates,REVIEW_CANDIDATES
fsq,[Community and Government > Education > College and University > College Science Building],23,0.0008100302880890329,psic,rev5,,,exact,,,category,education activities tertiary primary secondary education,854,Tertiary education,,,854|8540|85402|85401,Tertiary education || Tertiary education || Private tertiary education || Public tertiary education,0.622696|0.622696|0.502477|0.499774,0.622696,semantic:fsq:education;retrieval:candidates,REVIEW_CANDIDATES
osm,shop=beauty,23,0.0008100302880890329,psic,rev5,,,exact,,,category,retail sale beauty,47,Retail Trade,,,4721|47217|47761|47219|4751,"Retail sale of food || Retail sale of salt || Retail sale of pet || Retail sale of food, n.e.c. || Retail sale of textiles",0.413335|0.388286|0.381930|0.375590|0.374004,0.413335,semantic:osm:shop;retrieval:candidates,REVIEW_CANDIDATES
overture,hvac_service,23,0.0008100302880890329,psic,rev5,,,exact,,,category,hvac service,,,,,T|96|5629|56290|9690,Other Service Activities || Personal Service Activities || Other food service activities || Other food service activities || Other personal service activities n.e.c.,0.446810|0.385399|0.373173|0.373173|0.326521,0.446810,semantic:raw_category;retrieval:candidates,REVIEW_CANDIDATES
overture,jewelry_store,23,0.0008100302880890329,psic,rev5,,,exact,,,category,retail sale jewelry,47,Retail Trade,,,47734|4721|47217|47761|47219,"Retail sale of jewelry, watches and clocks || Retail sale of food || Retail sale of salt || Retail sale of pet || Retail sale of food, n.e.c.",0.516930|0.416910|0.391283|0.384703|0.379987,0.516930,semantic:overture:store_suffix;retrieval:candidates,REVIEW_CANDIDATES
fsq,[Retail > Flea Market],22,0.0007748115799112488,psic,rev5,,,exact,,,category,retail sale Flea Market,47,Retail Trade,,,4721|47761|47217|47219|4751,"Retail sale of food || Retail sale of pet || Retail sale of salt || Retail sale of food, n.e.c. || Retail sale of textiles",0.423632|0.408731|0.397867|0.385240|0.383586,0.423632,semantic:fsq:retail;retrieval:candidates,REVIEW_CANDIDATES
