source,source_value,row_count,row_share,scheme,version,mapping_kind,codes,match_type,confidence,notes,source_field,query_text,branch_codes,branch_titles,suggested_kind,suggested_codes,candidate_codes,candidate_titles,candidate_scores,retrieval_score,suggestion_source,review_status
fsq,[Dining and Drinking > Restaurant > Asian Restaurant > Malay Restaurant],2,7.043741635556808e-05,psic,rev5,,,exact,,,category,restaurants and mobile food service activities,561,Restaurants and mobile food service activities,,,561|5610|56109|56101|56103,"Restaurants and mobile food service activities || Restaurants and mobile food service activities || Restaurants and mobile food service activities, n.e.c. || Full-service restaurants activities || Activities of buffet restaurants",1.000000|1.000000|0.975297|0.355586|0.327040,1.000000,semantic:fsq:restaurant;retrieval:candidates,REVIEW_CANDIDATES
fsq,"[Landmarks and Outdoors > Structure, Business and Professional Services > Office]",2,7.043741635556808e-05,psic,rev5,,,exact,,,category,"Landmarks and Outdoors Structure, Business and Professional Services Office",,,,,82|70200|702|7020|829,"Office Administrative, Office Support and Other Business Support Activities || Business and other management consultancy activities || Business and other management consultancy activities || Business and other management consultancy activities || Business support service activities n.e.c.",0.255396|0.239939|0.239939|0.239939|0.217868,0.255396,semantic:raw_category;retrieval:candidates,REVIEW_CANDIDATES
fsq,[Arts and Entertainment > Exhibit],2,7.043741635556808e-05,psic,rev5,,,exact,,,category,Arts and Entertainment Exhibit,,,,,90|901|903|90390|9039,Arts Creation and Performing Arts Activities || Arts creation activities || Support activities to arts creation and performing arts || Other support activities to arts creation and performing arts || Other support activities to arts creation and performing arts,0.262314|0.237489|0.234365|0.225641|0.225641,0.262314,semantic:raw_category;retrieval:candidates,REVIEW_CANDIDATES
fsq,"[Dining and Drinking > Restaurant > BBQ Joint, Dining and Drinking > Restaurant > Asian Restaurant, Dining and Drinking > Restaurant > Asian Restaurant > Filipino Restaurant]",2,7.043741635556808e-05,psic,rev5,,,exact,,,category,restaurants and mobile food service activities,561,Restaurants and mobile food service activities,,,561|5610|56109|56101|56103,"Restaurants and mobile food service activities || Restaurants and mobile food service activities || Restaurants and mobile food service activities, n.e.c. || Full-service restaurants activities || Activities of buffet restaurants",1.000000|1.000000|0.975297|0.355586|0.327040,1.000000,semantic:fsq:restaurant;retrieval:candidates,REVIEW_CANDIDATES
fsq,[Retail > Food and Beverage Retail > Wine Store],2,7.043741635556808e-05,psic,rev5,,,exact,,,category,retail sale Wine Store,47,Retail Trade,,,4721|47217|47761|47219|4751,"Retail sale of food || Retail sale of salt || Retail sale of pet || Retail sale of food, n.e.c. || Retail sale of textiles",0.409907|0.385752|0.379769|0.370298|0.368931,0.409907,semantic:fsq:retail;retrieval:candidates,REVIEW_CANDIDATES
fsq,[Retail > Baby Store],2,7.043741635556808e-05,psic,rev5,,,exact,,,category,retail sale Baby Store,47,Retail Trade,,,4721|47217|47761|47219|4751,"Retail sale of food || Retail sale of salt || Retail sale of pet || Retail sale of food, n.e.c. || Retail sale of textiles",0.391936|0.368150|0.362107|0.356256|0.354741,0.391936,semantic:fsq:retail;retrieval:candidates,REVIEW_CANDIDATES
fsq,[Dining and Drinking > Restaurant > Asian Restaurant > Chinese Restaurant > Taiwanese Restaurant],2,7.043741635556808e-05,psic,rev5,,,exact,,,category,restaurants and mobile food service activities,561,Restaurants and mobile food service activities,,,561|5610|56109|56101|56103,"Restaurants and mobile food service activities || Restaurants and mobile food service activities || Restaurants and mobile food service activities, n.e.c. || Full-service restaurants activities || Activities of buffet restaurants",1.000000|1.000000|0.975297|0.355586|0.327040,1.000000,semantic:fsq:restaurant;retrieval:candidates,REVIEW_CANDIDATES
fsq,"[Dining and Drinking > Restaurant > Asian Restaurant, Dining and Drinking > Restaurant > Asian Restaurant > Chinese Restaurant]",2,7.043741635556808e-05,psic,rev5,,,exact,,,category,restaurants and mobile food service activities,561,Restaurants and mobile food service activities,,,561|5610|56109|56101|56103,"Restaurants and mobile food service activities || Restaurants and mobile food service activities || Restaurants and mobile food service activities, n.e.c. || Full-service restaurants activities || Activities of buffet restaurants",1.000000|1.000000|0.975297|0.355586|0.327040,1.000000,semantic:fsq:restaurant;retrieval:candidates,REVIEW_CANDIDATES
fsq,"[Dining and Drinking > Restaurant > Asian Restaurant > Filipino Restaurant, Dining and Drinking > Restaurant > Fried Chicken Joint]",2,7.043741635556808e-05,psic,rev5,,,exact,,,category,restaurants and mobile food service activities,561,Restaurants and mobile food service activities,,,561|5610|56109|56101|56103,"Restaurants and mobile food service activities || Restaurants and mobile food service activities || Restaurants and mobile food service activities, n.e.c. || Full-service restaurants activities || Activities of buffet restaurants",1.000000|1.000000|0.975297|0.355586|0.327040,1.000000,semantic:fsq:restaurant;retrieval:candidates,REVIEW_CANDIDATES
fsq,"[Dining and Drinking > Restaurant > Italian Restaurant, Dining and Drinking > Restaurant > Pizzeria]",2,7.043741635556808e-05,psic,rev5,,,exact,,,category,restaurants and mobile food service activities,561,Restaurants and mobile food service activities,,,561|5610|56109|56101|56103,"Restaurants and mobile food service activities || Restaurants and mobile food service activities || Restaurants and mobile food service activities, n.e.c. || Full-service restaurants activities || Activities of buffet restaurants",1.000000|1.000000|0.975297|0.355586|0.327040,1.000000,semantic:fsq:restaurant;retrieval:candidates,REVIEW_CANDIDATES
fsq,"[Retail > Sporting Goods Retail, Retail > Fashion Retail > Shoe Store]",2,7.043741635556808e-05,psic,rev5,,,exact,,,category,retail sale Shoe Store,47,Retail Trade,,,4721|47217|47761|47219|4751,"Retail sale of food || Retail sale of salt || Retail sale of pet || Retail sale of food, n.e.c. || Retail sale of textiles",0.393784|0.369960|0.363923|0.357700|0.356200,0.393784,semantic:fsq:retail;retrieval:candidates,REVIEW_CANDIDATES
fsq,[Dining and Drinking > Restaurant > Turkish Restaurant > Doner Restaurant],2,7.043741635556808e-05,psic,rev5,,,exact,,,category,restaurants and mobile food service activities,561,Restaurants and mobile food service activities,,,561|5610|56109|56101|56103,"Restaurants and mobile food service activities || Restaurants and mobile food service activities || Restaurants and mobile food service activities, n.e.c. || Full-service restaurants activities || Activities of buffet restaurants",1.000000|1.000000|0.975297|0.355586|0.327040,1.000000,semantic:fsq:restaurant;retrieval:candidates,REVIEW_CANDIDATES
fsq,"[Dining and Drinking > Restaurant > Asian Restaurant, Dining and Drinking > Restaurant > Soup Spot]",2,7.043741635556808e-05,psic,rev5,,,exact,,,category,restaurants and mobile food service activities,561,Restaurants and mobile food service activities,,,561|5610|56109|56101|56103,"Restaurants and mobile food service activities || Restaurants and mobile food service activities || Restaurants and mobile food service activities, n.e.c. || Full-service restaurants activities || Activities of buffet restaurants",1.000000|1.000000|0.975297|0.355586|0.327040,1.000000,semantic:fsq:restaurant;retrieval:candidates,REVIEW_CANDIDATES
fsq,[Dining and Drinking > Bar > Wine Bar],2,7.043741635556808e-05,psic,rev5,,,exact,,,category,beverage serving activities cafes coffee shops,563,Beverage serving activities,,,563|5630|56309|56302|56303,"Beverage serving activities || Beverage serving activities || Beverage serving activities, n.e.c. || Operation of cafés or coffee shops || Activities of tea shops",0.700880|0.700880|0.669606|0.453103|0.299470,0.700880,semantic:fsq:beverage;retrieval:candidates,REVIEW_CANDIDATES
fsq,[Dining and Drinking > Bar > Hookah Bar],2,7.043741635556808e-05,psic,rev5,,,exact,,,category,beverage serving activities cafes coffee shops,563,Beverage serving activities,,,563|5630|56309|56302|56303,"Beverage serving activities || Beverage serving activities || Beverage serving activities, n.e.c. || Operation of cafés or coffee shops || Activities of tea shops",0.700880|0.700880|0.669606|0.453103|0.299470,0.700880,semantic:fsq:beverage;retrieval:candidates,REVIEW_CANDIDATES
fsq,[Retail > Food and Beverage Retail > Gourmet Store],2,7.043741635556808e-05,psic,rev5,,,exact,,,category,retail sale Gourmet Store,47,Retail Trade,,,4721|47761|47217|47219|4751,"Retail sale of food || Retail sale of pet || Retail sale of salt || Retail sale of food, n.e.c. || Retail sale of textiles",0.554301|0.528706|0.518492|0.510720|0.507928,0.554301,semantic:fsq:retail;retrieval:candidates,REVIEW_CANDIDATES
fsq,"['Retail > Fashion Retail > Women\'s Store', Retail > Boutique]",2,7.043741635556808e-05,psic,rev5,,,exact,,,category,retail sale Boutique,47,Retail Trade,,,4721|47743|47217|47219|47761,"Retail sale of food || Retail sale of antiques || Retail sale of salt || Retail sale of food, n.e.c. || Retail sale of pet",0.551774|0.542877|0.516017|0.508746|0.506448,0.551774,semantic:fsq:retail;retrieval:candidates,REVIEW_CANDIDATES
fsq,[Travel and Transportation > Transport Hub > Light Rail Station],2,7.043741635556808e-05,psic,rev5,,,exact,,,category,Travel and Transportation Transport Hub Light Rail Station,,,,,49120|4912|522|H|5229,Freight rail transport || Freight rail transport || Support activities for transportation || Transportation and Storage || Other support activities for transportation,0.403949|0.403949|0.315771|0.300804|0.295272,0.403949,semantic:raw_category;retrieval:candidates,REVIEW_CANDIDATES
fsq,[Arts and Entertainment > Amusement Park > Attraction],2,7.043741635556808e-05,psic,rev5,,,exact,,,category,Arts and Entertainment Amusement Park Attraction,,,,,932|9329|93299|93|93210,"Amusement and recreation activities || Other amusement and recreation activities || Other amusement and recreation activities, n.e.c. || Sports Activities and Amusement And Recreation Activities || Activities of amusement parks and theme parks",0.326252|0.302791|0.289803|0.276068|0.271090,0.326252,semantic:raw_category;retrieval:candidates,REVIEW_CANDIDATES
fsq,[Event > Other Event],2,7.043741635556808e-05,psic,rev5,,,exact,,,category,Event Other Event,,,,,96901|T|32|30|329,"Activities of organizers for private events, except funeral || Other Service Activities || Other Manufacturing || Manufacture of Other Transport Equipment || Other manufacturing n.e.c.",0.115447|0.091119|0.090964|0.085761|0.083725,0.115447,semantic:raw_category;retrieval:candidates,REVIEW_CANDIDATES
fsq,[Arts and Entertainment > Public Art],2,7.043741635556808e-05,psic,rev5,,,exact,,,category,Arts and Entertainment Public Art,,,,,90|903|901|7330|733,Arts Creation and Performing Arts Activities || Support activities to arts creation and performing arts || Arts creation activities || Public relations activities || Public relations activities,0.229626|0.209297|0.208671|0.203574|0.203574,0.229626,semantic:raw_category;retrieval:candidates,REVIEW_CANDIDATES
fsq,[Dining and Drinking > Dessert Shop > Gelato Shop],2,7.043741635556808e-05,psic,rev5,,,exact,,,category,food and beverage service activities,56,Food and Beverage Service Activities,SUBTREE,56,56|5640|56400|564|56290,Food and Beverage Service Activities || Intermediation service activities for food and beverage services activities || Intermediation service activities for food and beverage services activities || Intermediation service activities for food and beverage services activities || Other food service activities,1.000000|0.669798|0.669798|0.669798|0.442780,1.000000,semantic:fsq:dining;retrieval:strong_separated_hit,REVIEW_REQUIRED
fsq,"[Retail > Computers and Electronics Retail > Electronics Store, Retail > Computers and Electronics Retail > Mobile Phone Store]",2,7.043741635556808e-05,psic,rev5,,,exact,,,category,retail sale Mobile Phone Store,47,Retail Trade,,,47404|47405|4721|4751|47217,"Retail sale of smartphones, mobile phones and other handheld mobile devices || Retail sale of parts and accessories of smartphones, mobile phones and other handheld mobile devices || Retail sale of food || Retail sale of textiles || Retail sale of salt",0.486588|0.440308|0.394538|0.369492|0.368509,0.486588,semantic:fsq:retail;retrieval:candidates,REVIEW_CANDIDATES
fsq,"[Dining and Drinking > Restaurant > Asian Restaurant > Filipino Restaurant, Dining and Drinking > Restaurant > Soup Spot]",2,7.043741635556808e-05,psic,rev5,,,exact,,,category,restaurants and mobile food service activities,561,Restaurants and mobile food service activities,,,561|5610|56109|56101|56103,"Restaurants and mobile food service activities || Restaurants and mobile food service activities || Restaurants and mobile food service activities, n.e.c. || Full-service restaurants activities || Activities of buffet restaurants",1.000000|1.000000|0.975297|0.355586|0.327040,1.000000,semantic:fsq:restaurant;retrieval:candidates,REVIEW_CANDIDATES
fsq,[Dining and Drinking > Bar > Dive Bar],2,7.043741635556808e-05,psic,rev5,,,exact,,,category,beverage serving activities cafes coffee shops,563,Beverage serving activities,,,563|5630|56309|56302|56303,"Beverage serving activities || Beverage serving activities || Beverage serving activities, n.e.c. || Operation of cafés or coffee shops || Activities of tea shops",0.700880|0.700880|0.669606|0.453103|0.299470,0.700880,semantic:fsq:beverage;retrieval:candidates,REVIEW_CANDIDATES
fsq,[Business and Professional Services > Engineer],2,7.043741635556808e-05,psic,rev5,,,exact,,,category,Business and Professional Services Engineer,,,,,7020|702|70200|829|8299,Business and other management consultancy activities || Business and other management consultancy activities || Business and other management consultancy activities || Business support service activities n.e.c. || Other business support service activities n.e.c.,0.295059|0.295059|0.295059|0.271838|0.253133,0.295059,semantic:raw_category;retrieval:candidates,REVIEW_CANDIDATES
fsq,[Sports and Recreation > Skating > Skate Park],2,7.043741635556808e-05,psic,rev5,,,exact,,,category,Sports and Recreation Skating Skate Park,,,SUBTREE,S,S|93|932|9329|93299,"Arts, Sports and Recreation || Sports Activities and Amusement And Recreation Activities || Amusement and recreation activities || Other amusement and recreation activities || Other amusement and recreation activities, n.e.c.",0.666622|0.424597|0.386077|0.350274|0.341869,0.666622,semantic:raw_category;retrieval:strong_separated_hit,REVIEW_REQUIRED
fsq,[Sports and Recreation > Gym and Studio > Yoga Studio],2,7.043741635556808e-05,psic,rev5,,,exact,,,category,Sports and Recreation Gym and Studio Yoga Studio,,,SUBTREE,S,S|93|932|9329|93299,"Arts, Sports and Recreation || Sports Activities and Amusement And Recreation Activities || Amusement and recreation activities || Other amusement and recreation activities || Other amusement and recreation activities, n.e.c.",0.637885|0.408073|0.372249|0.336776|0.329496,0.637885,semantic:raw_category;retrieval:strong_separated_hit,REVIEW_REQUIRED
fsq,[Business and Professional Services > TV Station],2,7.043741635556808e-05,psic,rev5,,,exact,,,category,Business and Professional Services TV Station,,,,,7020|70200|702|829|8299,Business and other management consultancy activities || Business and other management consultancy activities || Business and other management consultancy activities || Business support service activities n.e.c. || Other business support service activities n.e.c.,0.277239|0.277239|0.277239|0.270103|0.251537,0.277239,semantic:raw_category;retrieval:candidates,REVIEW_CANDIDATES
fsq,"[Retail > Automotive Retail > Car Dealership, Business and Professional Services > Automotive Service > Automotive Repair Shop]",2,7.043741635556808e-05,psic,rev5,,,exact,,,category,retail sale Automotive Repair Shop,47,Retail Trade,,,47300|4730|473|4721|47217,Retail sale of automotive fuel || Retail sale of automotive fuel || Retail sale of automotive fuel || Retail sale of food || Retail sale of salt,0.566593|0.566593|0.566593|0.304721|0.285876,0.566593,semantic:fsq:retail;retrieval:candidates,REVIEW_CANDIDATES
fsq,[Business and Professional Services > Legal Service > Law Office],2,7.043741635556808e-05,psic,rev5,,,exact,,,category,Business and Professional Services Legal Service Law Office,,,,,829|6910|69100|691|8299,Business support service activities n.e.c. || Legal activities || Legal activities || Legal activities || Other business support service activities n.e.c.,0.305530|0.304382|0.304382|0.304382|0.282478,0.305530,semantic:raw_category;retrieval:candidates,REVIEW_CANDIDATES
fsq,"[Travel and Transportation > Fuel Station, Business and Professional Services > Automotive Service > Car Wash and Detail]",2,7.043741635556808e-05,psic,rev5,,,exact,,,category,retail sale of automotive fuel,473,Retail sale of automotive fuel,,,47300|4730|473,Retail sale of automotive fuel || Retail sale of automotive fuel || Retail sale of automotive fuel,1.000000|1.000000|1.000000,1.000000,semantic:fsq:fuel;retrieval:candidates,REVIEW_CANDIDATES
fsq,[Dining and Drinking > Restaurant > German Restaurant],2,7.043741635556808e-05,psic,rev5,,,exact,,,category,restaurants and mobile food service activities,561,Restaurants and mobile food service activities,,,561|5610|56109|56101|56103,"Restaurants and mobile food service activities || Restaurants and mobile food service activities || Restaurants and mobile food service activities, n.e.c. || Full-service restaurants activities || Activities of buffet restaurants",1.000000|1.000000|0.975297|0.355586|0.327040,1.000000,semantic:fsq:restaurant;retrieval:candidates,REVIEW_CANDIDATES
fsq,"[Dining and Drinking > Restaurant > BBQ Joint, Dining and Drinking > Restaurant]",2,7.043741635556808e-05,psic,rev5,,,exact,,,category,restaurants and mobile food service activities,561,Restaurants and mobile food service activities,,,561|5610|56109|56101|56103,"Restaurants and mobile food service activities || Restaurants and mobile food service activities || Restaurants and mobile food service activities, n.e.c. || Full-service restaurants activities || Activities of buffet restaurants",1.000000|1.000000|0.975297|0.355586|0.327040,1.000000,semantic:fsq:restaurant;retrieval:candidates,REVIEW_CANDIDATES
fsq,"[Business and Professional Services > Financial Service > Banking and Finance > Bank, Business and Professional Services > Financial Service, Business and Professional Services > Legal Service]",2,7.043741635556808e-05,psic,rev5,,,exact,,,category,banking activities,64,"Financial Service Activities, except Insurance and Pension Funding",,,6412|64129|6411|64110|64124,"Other banking || Other banking, n.e.c. || Central banking || Central banking || Rural banking",0.668131|0.594122|0.535106|0.535106|0.531843,0.668131,semantic:fsq:bank;retrieval:candidates,REVIEW_CANDIDATES
fsq,[Business and Professional Services > Industrial Estate],2,7.043741635556808e-05,psic,rev5,,,exact,,,category,Business and Professional Services Industrial Estate,,,,,702|70200|7020|74103|M,Business and other management consultancy activities || Business and other management consultancy activities || Business and other management consultancy activities || Industrial design activities || Real Estate Activities,0.256607|0.256607|0.256607|0.241682|0.215617,0.256607,semantic:raw_category;retrieval:candidates,REVIEW_CANDIDATES
fsq,[Arts and Entertainment > Movie Theater > Indie Movie Theater],2,7.043741635556808e-05,psic,rev5,,,exact,,,category,Arts and Entertainment Movie Theater Indie Movie Theater,,,,,90|901|903|90390|9039,Arts Creation and Performing Arts Activities || Arts creation activities || Support activities to arts creation and performing arts || Other support activities to arts creation and performing arts || Other support activities to arts creation and performing arts,0.165097|0.152789|0.147540|0.145289|0.145289,0.165097,semantic:raw_category;retrieval:candidates,REVIEW_CANDIDATES
fsq,[Community and Government > Education > Adult Education],2,7.043741635556808e-05,psic,rev5,,,exact,,,category,education activities tertiary primary secondary education,85,Education,,,8540|854|8531|8532|85319,"Tertiary education || Tertiary education || General secondary education || Vocational secondary education || General secondary education, n.e.c.",0.622696|0.622696|0.604964|0.579052|0.576788,0.622696,semantic:fsq:education;retrieval:candidates,REVIEW_CANDIDATES
fsq,[Business and Professional Services > Home Improvement Service > General Contractor],2,7.043741635556808e-05,psic,rev5,,,exact,,,category,Business and Professional Services Home Improvement Service General Contractor,,,,,941|702|7020|70200|94110,"Activities of business, employers and professional membership organizations || Business and other management consultancy activities || Business and other management consultancy activities || Business and other management consultancy activities || Activities of business and employers’ membership organizations",0.337369|0.256354|0.256354|0.256354|0.200407,0.337369,semantic:raw_category;retrieval:candidates,REVIEW_CANDIDATES
fsq,[Retail > Discount Store],2,7.043741635556808e-05,psic,rev5,,,exact,,,category,retail sale Discount Store,47,Retail Trade,,,4721|47219|47217|4751|47401,"Retail sale of food || Retail sale of food, n.e.c. || Retail sale of salt || Retail sale of textiles || Retail sale of computers",0.501118|0.469162|0.466398|0.465933|0.463214,0.501118,semantic:fsq:retail;retrieval:candidates,REVIEW_CANDIDATES
fsq,"[Travel and Transportation > Lodging > Resort, Sports and Recreation > Water Sports > Swimming > Swimming Pool]",2,7.043741635556808e-05,psic,rev5,,,exact,,,category,accommodation hotels and similar accommodation,55,Accommodation,,,551|5510|55109|55|559,"Hotels and similar accommodation activities || Hotels and similar accommodation activities || Hotels and similar accommodation activities, n.e.c. || Accommodation || Other accommodation n.e.c.",0.906795|0.906795|0.884855|0.655820|0.473126,0.906795,semantic:fsq:lodging;retrieval:candidates,REVIEW_CANDIDATES
fsq,"[Dining and Drinking > Bar, Dining and Drinking > Restaurant]",2,7.043741635556808e-05,psic,rev5,,,exact,,,category,restaurants and mobile food service activities,561,Restaurants and mobile food service activities,,,561|5610|56109|56101|56103,"Restaurants and mobile food service activities || Restaurants and mobile food service activities || Restaurants and mobile food service activities, n.e.c. || Full-service restaurants activities || Activities of buffet restaurants",1.000000|1.000000|0.975297|0.355586|0.327040,1.000000,semantic:fsq:restaurant;retrieval:candidates,REVIEW_CANDIDATES
fsq,"[Dining and Drinking > Restaurant > Seafood Restaurant, Dining and Drinking > Restaurant > Asian Restaurant]",2,7.043741635556808e-05,psic,rev5,,,exact,,,category,restaurants and mobile food service activities,561,Restaurants and mobile food service activities,,,561|5610|56109|56101|56103,"Restaurants and mobile food service activities || Restaurants and mobile food service activities || Restaurants and mobile food service activities, n.e.c. || Full-service restaurants activities || Activities of buffet restaurants",1.000000|1.000000|0.975297|0.355586|0.327040,1.000000,semantic:fsq:restaurant;retrieval:candidates,REVIEW_CANDIDATES
fsq,[Dining and Drinking > Restaurant > Asian Restaurant > Chinese Restaurant > Cantonese Restaurant],2,7.043741635556808e-05,psic,rev5,,,exact,,,category,restaurants and mobile food service activities,561,Restaurants and mobile food service activities,,,561|5610|56109|56101|56103,"Restaurants and mobile food service activities || Restaurants and mobile food service activities || Restaurants and mobile food service activities, n.e.c. || Full-service restaurants activities || Activities of buffet restaurants",1.000000|1.000000|0.975297|0.355586|0.327040,1.000000,semantic:fsq:restaurant;retrieval:candidates,REVIEW_CANDIDATES
fsq,"[Retail > Food and Beverage Retail > Candy Store, Retail > Convenience Store]",2,7.043741635556808e-05,psic,rev5,,,exact,,,category,retail selling in convenience stores,4711,"Non-specialized retail sale with food, beverages or tobacco predominating",SUBTREE,47114,47114|47113|47111|47115|47112,Retail selling in convenience stores || Retail selling in sari-sari stores || Retail selling in groceries || Retail selling in pasalubong stores or centers || Retail selling in supermarkets and hypermarkets,1.000000|0.446025|0.441785|0.432407|0.315958,1.000000,semantic:fsq:retail_convenience;retrieval:strong_separated_hit,REVIEW_REQUIRED
fsq,"[Retail > Food and Beverage Retail > Farmers Market, Retail > Flea Market]",2,7.043741635556808e-05,psic,rev5,,,exact,,,category,retail sale Flea Market,47,Retail Trade,,,4721|47761|47217|47219|4751,"Retail sale of food || Retail sale of pet || Retail sale of salt || Retail sale of food, n.e.c. || Retail sale of textiles",0.423632|0.408731|0.397867|0.385240|0.383586,0.423632,semantic:fsq:retail;retrieval:candidates,REVIEW_CANDIDATES
fsq,"[Dining and Drinking > Donut Shop, 'Dining and Drinking > Cafe, Coffee, and Tea House > Coffee Shop']",2,7.043741635556808e-05,psic,rev5,,,exact,,,category,beverage serving activities cafes coffee shops,563,Beverage serving activities,,,563|5630|56309|56302|56303,"Beverage serving activities || Beverage serving activities || Beverage serving activities, n.e.c. || Operation of cafés or coffee shops || Activities of tea shops",0.700880|0.700880|0.669606|0.453103|0.299470,0.700880,semantic:fsq:beverage;retrieval:candidates,REVIEW_CANDIDATES
fsq,"[Sports and Recreation > Gym and Studio, Sports and Recreation > Gym and Studio > Gym]",2,7.043741635556808e-05,psic,rev5,,,exact,,,category,"Sports and Recreation Gym and Studio, Sports and Recreation Gym and Studio Gym",,,SUBTREE,S,S|93|932|9329|93299,"Arts, Sports and Recreation || Sports Activities and Amusement And Recreation Activities || Amusement and recreation activities || Other amusement and recreation activities || Other amusement and recreation activities, n.e.c.",0.702111|0.455879|0.409028|0.372341|0.362358,0.702111,semantic:raw_category;retrieval:strong_separated_hit,REVIEW_REQUIRED
fsq,"[Dining and Drinking > Restaurant > Asian Restaurant > Chinese Restaurant, Dining and Drinking > Restaurant > Asian Restaurant]",2,7.043741635556808e-05,psic,rev5,,,exact,,,category,restaurants and mobile food service activities,561,Restaurants and mobile food service activities,,,561|5610|56109|56101|56103,"Restaurants and mobile food service activities || Restaurants and mobile food service activities || Restaurants and mobile food service activities, n.e.c. || Full-service restaurants activities || Activities of buffet restaurants",1.000000|1.000000|0.975297|0.355586|0.327040,1.000000,semantic:fsq:restaurant;retrieval:candidates,REVIEW_CANDIDATES
fsq,[Community and Government > Education > Music School],2,7.043741635556808e-05,psic,rev5,,,exact,,,category,education activities tertiary primary secondary education,85,Education,,,8540|854|8531|8532|85319,"Tertiary education || Tertiary education || General secondary education || Vocational secondary education || General secondary education, n.e.c.",0.622696|0.622696|0.604964|0.579052|0.576788,0.622696,semantic:fsq:education;retrieval:candidates,REVIEW_CANDIDATES
fsq,[Retail > Stationery Store],2,7.043741635556808e-05,psic,rev5,,,exact,,,category,retail sale Stationery Store,47,Retail Trade,,,4721|47610|4761|47217|47761,"Retail sale of food || Retail sale of books, newspapers, stationery and other office and school supplies || Retail sale of books, newspapers, stationery and other office and school supplies || Retail sale of salt || Retail sale of pet",0.393212|0.381646|0.381646|0.368576|0.362152,0.393212,semantic:fsq:retail;retrieval:candidates,REVIEW_CANDIDATES
fsq,"[Business and Professional Services > Insurance Agency, Community and Government > Government Building, Business and Professional Services > Office]",2,7.043741635556808e-05,psic,rev5,,,exact,,,category,"Business and Professional Services Insurance Agency, Community and Government Government Building, Business and Professional Services Office",,,,,70200|7020|702|829|8299,Business and other management consultancy activities || Business and other management consultancy activities || Business and other management consultancy activities || Business support service activities n.e.c. || Other business support service activities n.e.c.,0.251380|0.251380|0.251380|0.219861|0.203836,0.251380,semantic:raw_category;retrieval:candidates,REVIEW_CANDIDATES
fsq,"[Landmarks and Outdoors > States and Municipalities > Town, Landmarks and Outdoors > States and Municipalities > Neighborhood]",2,7.043741635556808e-05,psic,rev5,,,exact,,,category,"Landmarks and Outdoors States and Municipalities Town, Landmarks and Outdoors States and Municipalities Neighborhood",,,,,9510|951|93210|9321|77304,Repair and maintenance of computers and communication equipment || Repair and maintenance of computers and communication equipment || Activities of amusement parks and theme parks || Activities of amusement parks and theme parks || Rental and leasing of office and information and communication technology machinery and equipment,0.117495|0.117495|0.108751|0.108751|0.108486,0.117495,semantic:raw_category;retrieval:candidates,REVIEW_CANDIDATES
fsq,"['Dining and Drinking > Cafe, Coffee, and Tea House > Coffee Shop', Dining and Drinking > Restaurant]",2,7.043741635556808e-05,psic,rev5,,,exact,,,category,restaurants and mobile food service activities,561,Restaurants and mobile food service activities,,,561|5610|56109|56101|56103,"Restaurants and mobile food service activities || Restaurants and mobile food service activities || Restaurants and mobile food service activities, n.e.c. || Full-service restaurants activities || Activities of buffet restaurants",1.000000|1.000000|0.975297|0.355586|0.327040,1.000000,semantic:fsq:restaurant;retrieval:candidates,REVIEW_CANDIDATES
fsq,[Business and Professional Services > Financial Service > Financial Planner],2,7.043741635556808e-05,psic,rev5,,,exact,,,category,Business and Professional Services Financial Service Financial Planner,,,,,64|66|6491|64910|649,"Financial Service Activities, except Insurance and Pension Funding || Activities Auxiliary to Financial Service and Insurance Activities || Financial leasing activities || Financial leasing activities || Other financial service activities, except insurance and pension funding activities",0.326702|0.310485|0.303173|0.303173|0.298455,0.326702,semantic:raw_category;retrieval:candidates,REVIEW_CANDIDATES
fsq,"[Travel and Transportation > Pier, Travel and Transportation > Boat or Ferry]",2,7.043741635556808e-05,psic,rev5,,,exact,,,category,"Travel and Transportation Pier, Travel and Transportation Boat or Ferry",,,,,79110|7911|522|H|799,Travel agency activities || Travel agency activities || Support activities for transportation || Transportation and Storage || Other travel related activities,0.344009|0.344009|0.339163|0.332253|0.327835,0.344009,semantic:raw_category;retrieval:candidates,REVIEW_CANDIDATES
fsq,[Sports and Recreation > Sports Club],2,7.043741635556808e-05,psic,rev5,,,exact,,,category,Sports and Recreation Sports Club,,,SUBTREE,S,S|93|931|9319|9312,"Arts, Sports and Recreation || Sports Activities and Amusement And Recreation Activities || Sports activities || Other sports activities || Activities of sports clubs",0.760816|0.509173|0.459162|0.380380|0.378550,0.760816,semantic:raw_category;retrieval:strong_separated_hit,REVIEW_REQUIRED
osm,amenity=lounge,2,7.043741635556808e-05,psic,rev5,,,exact,,,category,lounge amenity,,,,,842|841|8019|80190|80111,"Provision of services to the community as a whole || Administration of the State and the economic, social and environmental policies of the community || Security activities n.e.c. || Security activities n.e.c. || Private security activities",0.052119|0.032944|0.030465|0.030465|0.027098,0.052119,semantic:raw_category;retrieval:candidates,REVIEW_CANDIDATES
osm,leisure=bandstand,2,7.043741635556808e-05,psic,rev5,,,exact,,,category,bandstand leisure,,,,,81300|8130|813|81|15,Landscape service activities || Landscape service activities || Landscape service activities || Services to Buildings and Landscape Activities || Manufacture of Leather and Related Products,0.029352|0.029352|0.029352|0.026210|0.017756,0.029352,semantic:raw_category;retrieval:candidates,REVIEW_CANDIDATES
