source,source_value,row_count,row_share,scheme,version,mapping_kind,codes,match_type,confidence,notes,source_field,query_text,suggested_kind,suggested_codes,candidate_codes,candidate_titles,candidate_scores,retrieval_score,suggestion_source,review_status
fsq,"[Dining and Drinking > Restaurant > BBQ Joint, Dining and Drinking > Restaurant > Asian Restaurant > Filipino Restaurant, Dining and Drinking > Restaurant > Soup Spot]",1,3.521870817778404e-05,psic,rev5,,,exact,,,category,"Dining and Drinking Restaurant BBQ Joint, Dining and Drinking Restaurant Asian Restaurant Filipino Restaurant, Dining and Drinking Restaurant Soup Spot",,,56102|11054|5610|561|56103,"Fast-food restaurants operations, including quick service restaurant || Manufacture of bottled drinking water || Restaurants and mobile food service activities || Restaurants and mobile food service activities || Activities of buffet restaurants",0.330248|0.274274|0.180504|0.180504|0.178556,0.330248,retrieval:candidates,REVIEW_CANDIDATES
fsq,"['Dining and Drinking > Cafe, Coffee, and Tea House > Café', 'Dining and Drinking > Cafe, Coffee, and Tea House > Coffee Shop', Dining and Drinking > Restaurant]",1,3.521870817778404e-05,psic,rev5,,,exact,,,category,"Dining and Drinking Cafe, Coffee, and Tea House Café', 'Dining and Drinking Cafe, Coffee, and Tea House Coffee Shop', Dining and Drinking Restaurant",,,1076|10760|01634|11054|01271,Processing of coffee and tea || Processing of coffee and tea || Preparation of coffee and cocoa beans || Manufacture of bottled drinking water || Growing of coffee plants,0.518136|0.518136|0.248938|0.247321|0.231909,0.518136,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Arts and Entertainment > Stadium > Basketball Stadium],1,3.521870817778404e-05,psic,rev5,,,exact,,,category,Arts and Entertainment Stadium Basketball Stadium,,,93112|90|78103|901|903,"Operation of courts for basketball, volleyball, badminton, tennis and pickleball || Arts Creation and Performing Arts Activities || Casting and talent scouting activities for performing arts and modelling || Arts creation activities || Support activities to arts creation and performing arts",0.230690|0.197778|0.196574|0.179065|0.176620,0.230690,retrieval:candidates,REVIEW_CANDIDATES
fsq,"[Travel and Transportation > Road, Landmarks and Outdoors > States and Municipalities > Neighborhood]",1,3.521870817778404e-05,psic,rev5,,,exact,,,category,"Travel and Transportation Road, Landmarks and Outdoors States and Municipalities Neighborhood",,,49439|7911|79110|H|799,"Freight transport by road, n.e.c. || Travel agency activities || Travel agency activities || Transportation and Storage || Other travel related activities",0.272955|0.261855|0.261855|0.251345|0.249007,0.272955,retrieval:candidates,REVIEW_CANDIDATES
fsq,"[Arts and Entertainment > Museum > Art Museum, Arts and Entertainment > Museum > History Museum]",1,3.521870817778404e-05,psic,rev5,,,exact,,,category,"Arts and Entertainment Museum Art Museum, Arts and Entertainment Museum History Museum",,,9121|91210|912|91|90,"Museum and collection activities || Museum and collection activities || Museum, collection, historical site and monument activities || Library, Archives, Museum and Other Cultural Activities || Arts Creation and Performing Arts Activities",0.374454|0.374454|0.297037|0.253696|0.187784,0.374454,retrieval:candidates,REVIEW_CANDIDATES
fsq,"[Dining and Drinking > Restaurant > Seafood Restaurant, Dining and Drinking > Restaurant > Cajun and Creole Restaurant]",1,3.521870817778404e-05,psic,rev5,,,exact,,,category,"Dining and Drinking Restaurant Seafood Restaurant, Dining and Drinking Restaurant Cajun and Creole Restaurant",,,56102|11054|5610|561|47215,"Fast-food restaurants operations, including quick service restaurant || Manufacture of bottled drinking water || Restaurants and mobile food service activities || Restaurants and mobile food service activities || Retail sale of fish, other seafood and seafood products",0.347353|0.247047|0.205590|0.205590|0.195659,0.347353,retrieval:candidates,REVIEW_CANDIDATES
fsq,"[Business and Professional Services > Office, Community and Government > Education]",1,3.521870817778404e-05,psic,rev5,,,exact,,,category,"Business and Professional Services Office, Community and Government Education",,,941|Q|85|842|70200,"Activities of business, employers and professional membership organizations || Education || Education || Provision of services to the community as a whole || Business and other management consultancy activities",0.319800|0.264496|0.264496|0.233239|0.230543,0.319800,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Business and Professional Services > Computer Repair Service],1,3.521870817778404e-05,psic,rev5,,,exact,,,category,Business and Professional Services Computer Repair Service,,,941|829|8299|82990|85591,"Activities of business, employers and professional membership organizations || Business support service activities n.e.c. || Other business support service activities n.e.c. || Other business support service activities n.e.c. || Professional and licensure review service activities",0.374184|0.314747|0.291882|0.291882|0.271982,0.374184,retrieval:candidates,REVIEW_CANDIDATES
fsq,"['Dining and Drinking > Cafe, Coffee, and Tea House', Retail > Flower Store]",1,3.521870817778404e-05,psic,rev5,,,exact,,,category,"Dining and Drinking Cafe, Coffee, and Tea House', Retail Flower Store",,,1076|10760|01634|11054|01271,Processing of coffee and tea || Processing of coffee and tea || Preparation of coffee and cocoa beans || Manufacture of bottled drinking water || Growing of coffee plants,0.483931|0.483931|0.216127|0.209198|0.181771,0.483931,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Dining and Drinking > Bar > Sake Bar],1,3.521870817778404e-05,psic,rev5,,,exact,,,category,Dining and Drinking Bar Sake Bar,,,11054|23102|11051|08911|6412,"Manufacture of bottled drinking water || Manufacture of hollow glass, such as bottles, drinking glasses and other glass or crystal articles || Manufacture of sports and energy drink || Baryte mining || Other banking",0.412502|0.230580|0.102656|0.101634|0.100111,0.412502,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Community and Government > Spiritual Center > Buddhist Temple],1,3.521870817778404e-05,psic,rev5,,,exact,,,category,Community and Government Spiritual Center Buddhist Temple,,,84113|84112|86223|64121|842,"Public administration, local government || Public administration, regional government || Private dialysis center activities || Universal banking, including specialized government banking || Provision of services to the community as a whole",0.255373|0.251686|0.205408|0.198395|0.195816,0.255373,retrieval:candidates,REVIEW_CANDIDATES
fsq,"[Dining and Drinking > Bar > Cocktail Bar, Arts and Entertainment > Night Club]",1,3.521870817778404e-05,psic,rev5,,,exact,,,category,"Dining and Drinking Bar Cocktail Bar, Arts and Entertainment Night Club",,,56301|11054|78103|90|903,"Operation of nightclubs, bars and cocktail lounges || Manufacture of bottled drinking water || Casting and talent scouting activities for performing arts and modelling || Arts Creation and Performing Arts Activities || Support activities to arts creation and performing arts",0.276443|0.230881|0.178874|0.176763|0.157888,0.276443,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Dining and Drinking > Restaurant > Asian Restaurant > Mongolian Restaurant],1,3.521870817778404e-05,psic,rev5,,,exact,,,category,Dining and Drinking Restaurant Asian Restaurant Mongolian Restaurant,,,56102|56103|5610|561|56109,"Fast-food restaurants operations, including quick service restaurant || Activities of buffet restaurants || Restaurants and mobile food service activities || Restaurants and mobile food service activities || Restaurants and mobile food service activities, n.e.c.",0.375115|0.200489|0.199893|0.199893|0.189092,0.375115,retrieval:candidates,REVIEW_CANDIDATES
fsq,"[Community and Government > Education > Primary and Secondary School > High School, Community and Government > Education > College and University]",1,3.521870817778404e-05,psic,rev5,,,exact,,,category,"Community and Government Education Primary and Secondary School High School, Community and Government Education College and University",,,Q|85|8520|852|85209,"Education || Education || Primary education || Primary education || Primary education, n.e.c.",0.331098|0.331098|0.326381|0.326381|0.301829,0.331098,retrieval:candidates,REVIEW_CANDIDATES
fsq,"[Dining and Drinking > Restaurant, 'Dining and Drinking > Cafe, Coffee, and Tea House > Café']",1,3.521870817778404e-05,psic,rev5,,,exact,,,category,"Dining and Drinking Restaurant, 'Dining and Drinking Cafe, Coffee, and Tea House Café",,,1076|10760|11054|01634|23102,"Processing of coffee and tea || Processing of coffee and tea || Manufacture of bottled drinking water || Preparation of coffee and cocoa beans || Manufacture of hollow glass, such as bottles, drinking glasses and other glass or crystal articles",0.423399|0.423399|0.293197|0.188174|0.168642,0.423399,retrieval:candidates,REVIEW_CANDIDATES
fsq,"[Community and Government > Education > College and University > College Academic Building, Community and Government > Education > College and University]",1,3.521870817778404e-05,psic,rev5,,,exact,,,category,"Community and Government Education College and University College Academic Building, Community and Government Education College and University",,,85|Q|64121|84113|84112,"Education || Education || Universal banking, including specialized government banking || Public administration, local government || Public administration, regional government",0.339046|0.339046|0.256944|0.251925|0.248694,0.339046,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Dining and Drinking > Restaurant > English Restaurant],1,3.521870817778404e-05,psic,rev5,,,exact,,,category,Dining and Drinking Restaurant English Restaurant,,,56102|11054|56103|561|5610,"Fast-food restaurants operations, including quick service restaurant || Manufacture of bottled drinking water || Activities of buffet restaurants || Restaurants and mobile food service activities || Restaurants and mobile food service activities",0.368953|0.224508|0.200622|0.199696|0.199696,0.368953,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Business and Professional Services > Office > Corporate Cafeteria],1,3.521870817778404e-05,psic,rev5,,,exact,,,category,Business and Professional Services Office Corporate Cafeteria,,,941|82|7020|702|70200,"Activities of business, employers and professional membership organizations || Office Administrative, Office Support and Other Business Support Activities || Business and other management consultancy activities || Business and other management consultancy activities || Business and other management consultancy activities",0.364463|0.269469|0.256890|0.256890|0.256890,0.364463,retrieval:candidates,REVIEW_CANDIDATES
fsq,"[Health and Medicine > Hospital, Health and Medicine > Medical Center]",1,3.521870817778404e-05,psic,rev5,,,exact,,,category,"Health and Medicine Hospital, Health and Medicine Medical Center",,,R|86|86910|8691|869,"Human Health and Social Work Activities || Human Health Activities || Intermediation service activities for medical, dental, and other human health services || Intermediation service activities for medical, dental, and other human health services || Other human health activities",0.381982|0.293063|0.285876|0.285876|0.270490,0.381982,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Business and Professional Services > Research Laboratory],1,3.521870817778404e-05,psic,rev5,,,exact,,,category,Business and Professional Services Research Laboratory,,,941|86991|702|70200|7020,"Activities of business, employers and professional membership organizations || Medical and diagnostic laboratory service activities || Business and other management consultancy activities || Business and other management consultancy activities || Business and other management consultancy activities",0.353533|0.268555|0.245164|0.245164|0.245164,0.353533,retrieval:candidates,REVIEW_CANDIDATES
fsq,"[Dining and Drinking > Breakfast Spot, Dining and Drinking > Restaurant > Diner]",1,3.521870817778404e-05,psic,rev5,,,exact,,,category,"Dining and Drinking Breakfast Spot, Dining and Drinking Restaurant Diner",,,11054|10615|56102|23102|561,"Manufacture of bottled drinking water || Manufacture of cereal breakfast foods || Fast-food restaurants operations, including quick service restaurant || Manufacture of hollow glass, such as bottles, drinking glasses and other glass or crystal articles || Restaurants and mobile food service activities",0.335823|0.259379|0.203139|0.189413|0.110149,0.335823,retrieval:candidates,REVIEW_CANDIDATES
fsq,"[Landmarks and Outdoors > Scenic Lookout, Travel and Transportation, Business and Professional Services > Event Space]",1,3.521870817778404e-05,psic,rev5,,,exact,,,category,"Landmarks and Outdoors Scenic Lookout, Travel and Transportation, Business and Professional Services Event Space",,,941|7020|702|70200|829,"Activities of business, employers and professional membership organizations || Business and other management consultancy activities || Business and other management consultancy activities || Business and other management consultancy activities || Business support service activities n.e.c.",0.315129|0.225627|0.225627|0.225627|0.194601,0.315129,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Dining and Drinking > Restaurant > Indian Restaurant > North Indian Restaurant],1,3.521870817778404e-05,psic,rev5,,,exact,,,category,Dining and Drinking Restaurant Indian Restaurant North Indian Restaurant,,,56102|56103|561|5610|56109,"Fast-food restaurants operations, including quick service restaurant || Activities of buffet restaurants || Restaurants and mobile food service activities || Restaurants and mobile food service activities || Restaurants and mobile food service activities, n.e.c.",0.373912|0.198465|0.196257|0.196257|0.185658,0.373912,retrieval:candidates,REVIEW_CANDIDATES
fsq,"[Arts and Entertainment > Performing Arts Venue > Music Venue > Rock Club, Business and Professional Services > Convention Center > Conference Room]",1,3.521870817778404e-05,psic,rev5,,,exact,,,category,"Arts and Entertainment Performing Arts Venue Music Venue Rock Club, Business and Professional Services Convention Center Conference Room",,,902|9020|90|903|90390,Activities of performing arts || Activities of performing arts || Arts Creation and Performing Arts Activities || Support activities to arts creation and performing arts || Other support activities to arts creation and performing arts,0.378460|0.378460|0.348579|0.311915|0.301474,0.378460,retrieval:candidates,REVIEW_CANDIDATES
fsq,"[Dining and Drinking > Bar > Lounge, Arts and Entertainment > Strip Club]",1,3.521870817778404e-05,psic,rev5,,,exact,,,category,"Dining and Drinking Bar Lounge, Arts and Entertainment Strip Club",,,11054|78103|90|903|901,Manufacture of bottled drinking water || Casting and talent scouting activities for performing arts and modelling || Arts Creation and Performing Arts Activities || Support activities to arts creation and performing arts || Arts creation activities,0.241331|0.183564|0.182884|0.163396|0.157334,0.241331,retrieval:candidates,REVIEW_CANDIDATES
fsq,"[Community and Government > Education > College and University, Community and Government > Education > College and University > College Science Building]",1,3.521870817778404e-05,psic,rev5,,,exact,,,category,"Community and Government Education College and University, Community and Government Education College and University College Science Building",,,Q|85|64121|84113|84112,"Education || Education || Universal banking, including specialized government banking || Public administration, local government || Public administration, regional government",0.357013|0.357013|0.263342|0.262702|0.259476,0.357013,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Retail > Food and Beverage Retail > Fish Market],1,3.521870817778404e-05,psic,rev5,,,exact,,,category,Retail Food and Beverage Retail Fish Market,SUBTREE,56,56|564|56400|5640|4721,Food and Beverage Service Activities || Intermediation service activities for food and beverage services activities || Intermediation service activities for food and beverage services activities || Intermediation service activities for food and beverage services activities || Retail sale of food,0.549335|0.397322|0.397322|0.397322|0.366600,0.549335,retrieval:strong_separated_hit,REVIEW_REQUIRED
fsq,"[Business and Professional Services > Health and Beauty Service, Business and Professional Services > Health and Beauty Service > Hair Salon, Business and Professional Services > Health and Beauty Service > Nail Salon]",1,3.521870817778404e-05,psic,rev5,,,exact,,,category,"Business and Professional Services Health and Beauty Service, Business and Professional Services Health and Beauty Service Hair Salon, Business and Professional Services Health and Beauty Service Nail Salon",,,941|9622|96220|829|R,"Activities of business, employers and professional membership organizations || Beauty care and other beauty treatment activities || Beauty care and other beauty treatment activities || Business support service activities n.e.c. || Human Health and Social Work Activities",0.331137|0.270448|0.270448|0.266024|0.251507,0.331137,retrieval:candidates,REVIEW_CANDIDATES
fsq,"[Business and Professional Services > Office, Business and Professional Services > Technology Business > IT Service, Business and Professional Services > Office > Tech Startup]",1,3.521870817778404e-05,psic,rev5,,,exact,,,category,"Business and Professional Services Office, Business and Professional Services Technology Business IT Service, Business and Professional Services Office Tech Startup",,,941|829|7020|702|70200,"Activities of business, employers and professional membership organizations || Business support service activities n.e.c. || Business and other management consultancy activities || Business and other management consultancy activities || Business and other management consultancy activities",0.403069|0.306043|0.290145|0.290145|0.290145,0.403069,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Health and Medicine > Alternative Medicine Clinic],1,3.521870817778404e-05,psic,rev5,,,exact,,,category,Health and Medicine Alternative Medicine Clinic,,,R|86|869|86222|8699,Human Health and Social Work Activities || Human Health Activities || Other human health activities || Private pediatric clinic activities || Other human health activities n.e.c.,0.339259|0.244877|0.223605|0.219922|0.217097,0.339259,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Retail > Food and Beverage Retail > Health Food Store],1,3.521870817778404e-05,psic,rev5,,,exact,,,category,Retail Food and Beverage Retail Health Food Store,SUBTREE,56,56|4721|56400|564|5640,Food and Beverage Service Activities || Retail sale of food || Intermediation service activities for food and beverage services activities || Intermediation service activities for food and beverage services activities || Intermediation service activities for food and beverage services activities,0.601114|0.449296|0.435675|0.435675|0.435675,0.601114,retrieval:strong_separated_hit,REVIEW_REQUIRED
fsq,"[Dining and Drinking > Restaurant > American Restaurant > New American Restaurant, Dining and Drinking > Restaurant > Asian Restaurant > Filipino Restaurant]",1,3.521870817778404e-05,psic,rev5,,,exact,,,category,"Dining and Drinking Restaurant American Restaurant New American Restaurant, Dining and Drinking Restaurant Asian Restaurant Filipino Restaurant",,,56102|11054|56103|561|5610,"Fast-food restaurants operations, including quick service restaurant || Manufacture of bottled drinking water || Activities of buffet restaurants || Restaurants and mobile food service activities || Restaurants and mobile food service activities",0.352038|0.220068|0.192748|0.192024|0.192024,0.352038,retrieval:candidates,REVIEW_CANDIDATES
fsq,"[Retail > Print Store, Business and Professional Services > Design Studio]",1,3.521870817778404e-05,psic,rev5,,,exact,,,category,"Retail Print Store, Business and Professional Services Design Studio",,,941|70200|702|7020|829,"Activities of business, employers and professional membership organizations || Business and other management consultancy activities || Business and other management consultancy activities || Business and other management consultancy activities || Business support service activities n.e.c.",0.357330|0.251193|0.251193|0.251193|0.223054,0.357330,retrieval:candidates,REVIEW_CANDIDATES
fsq,"[Health and Medicine > Dentist, Business and Professional Services > Office]",1,3.521870817778404e-05,psic,rev5,,,exact,,,category,"Health and Medicine Dentist, Business and Professional Services Office",,,941|R|82|7020|702,"Activities of business, employers and professional membership organizations || Human Health and Social Work Activities || Office Administrative, Office Support and Other Business Support Activities || Business and other management consultancy activities || Business and other management consultancy activities",0.337804|0.256958|0.253413|0.236700|0.236700,0.337804,retrieval:candidates,REVIEW_CANDIDATES
fsq,"[Sports and Recreation > Race Track, Sports and Recreation > Soccer > Soccer Field]",1,3.521870817778404e-05,psic,rev5,,,exact,,,category,"Sports and Recreation Race Track, Sports and Recreation Soccer Soccer Field",,,85510|8551|S|93|932,"Sports and recreation education || Sports and recreation education || Arts, Sports and Recreation || Sports Activities and Amusement And Recreation Activities || Amusement and recreation activities",0.734581|0.734581|0.716924|0.469674|0.416112,0.734581,retrieval:candidates,REVIEW_CANDIDATES
fsq,"[Retail > Arts and Crafts Store, Retail > Furniture and Home Store > Mattress Store]",1,3.521870817778404e-05,psic,rev5,,,exact,,,category,"Retail Arts and Crafts Store, Retail Furniture and Home Store Mattress Store",,,9524|95249|95242|95241|47591,"Repair and maintenance of furniture and home furnishings || Repair and maintenance of furniture and home furnishings, n.e.c. || Repair and maintenance of metal furniture and home furnishings || Repair and maintenance of wooden furniture and home furnishings || Retail sale of home furniture, fixtures and lighting equipment",0.381165|0.375256|0.360266|0.348919|0.277172,0.381165,retrieval:candidates,REVIEW_CANDIDATES
fsq,"[Dining and Drinking > Bar > Wine Bar, Dining and Drinking > Winery]",1,3.521870817778404e-05,psic,rev5,,,exact,,,category,"Dining and Drinking Bar Wine Bar, Dining and Drinking Winery",,,11054|11021|23102|11051|6412,"Manufacture of bottled drinking water || Fruit wine manufacturing || Manufacture of hollow glass, such as bottles, drinking glasses and other glass or crystal articles || Manufacture of sports and energy drink || Other banking",0.383124|0.241631|0.214625|0.106623|0.096750,0.383124,retrieval:candidates,REVIEW_CANDIDATES
fsq,"[Business and Professional Services > Laundry Service, Business and Professional Services > Laundromat]",1,3.521870817778404e-05,psic,rev5,,,exact,,,category,"Business and Professional Services Laundry Service, Business and Professional Services Laundromat",,,941|829|70200|7020|702,"Activities of business, employers and professional membership organizations || Business support service activities n.e.c. || Business and other management consultancy activities || Business and other management consultancy activities || Business and other management consultancy activities",0.396762|0.287783|0.275313|0.275313|0.275313,0.396762,retrieval:candidates,REVIEW_CANDIDATES
fsq,"[Business and Professional Services > Home Improvement Service, Retail > Furniture and Home Store > Housewares Store]",1,3.521870817778404e-05,psic,rev5,,,exact,,,category,"Business and Professional Services Home Improvement Service, Retail Furniture and Home Store Housewares Store",,,9524|95249|95242|95241|941,"Repair and maintenance of furniture and home furnishings || Repair and maintenance of furniture and home furnishings, n.e.c. || Repair and maintenance of metal furniture and home furnishings || Repair and maintenance of wooden furniture and home furnishings || Activities of business, employers and professional membership organizations",0.384827|0.379046|0.362984|0.352226|0.273331,0.384827,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Community and Government > Organization > Youth Organization],1,3.521870817778404e-05,psic,rev5,,,exact,,,category,Community and Government Organization Youth Organization,,,82300|8230|823|84113|84112,"Organization of conventions and trade shows || Organization of conventions and trade shows || Organization of conventions and trade shows || Public administration, local government || Public administration, regional government",0.314701|0.314701|0.314701|0.236581|0.233248,0.314701,retrieval:candidates,REVIEW_CANDIDATES
fsq,"[Retail > Fashion Retail > Clothing Store, Retail > Perfume Store]",1,3.521870817778404e-05,psic,rev5,,,exact,,,category,"Retail Fashion Retail Clothing Store, Retail Perfume Store",,,74101|47711|4771|47719|47,"Fashion design activities || Retail sale of garments, clothing, wearing apparel and clothing accessories || Retail sale of clothing, footwear and leather articles || Retail sale of clothing, footwear and leather articles, n.e.c. || Retail Trade",0.331691|0.304258|0.281839|0.275677|0.263610,0.331691,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Retail > Sporting Goods Retail > Hunting Supply Store],1,3.521870817778404e-05,psic,rev5,,,exact,,,category,Retail Sporting Goods Retail Hunting Supply Store,,,4762|47629|4773|32302|4774,"Retail sale of sporting equipment || Retail sale of sporting equipment, n.e.c. || Retail sale of other new goods n.e.c. || Manufacture of sporting balls || Retail sale of second-hand goods",0.394271|0.371199|0.261823|0.242162|0.229382,0.394271,retrieval:candidates,REVIEW_CANDIDATES
fsq,"['Health and Medicine > Physician > Doctor\'s Office', Health and Medicine > Medical Center, Health and Medicine > Dentist]",1,3.521870817778404e-05,psic,rev5,,,exact,,,category,"Health and Medicine Physician Doctor's Office', Health and Medicine Medical Center, Health and Medicine Dentist",,,R|86|869|8699|86910,"Human Health and Social Work Activities || Human Health Activities || Other human health activities || Other human health activities n.e.c. || Intermediation service activities for medical, dental, and other human health services",0.402427|0.305532|0.280738|0.271172|0.265358,0.402427,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Dining and Drinking > Restaurant > Scandinavian Restaurant],1,3.521870817778404e-05,psic,rev5,,,exact,,,category,Dining and Drinking Restaurant Scandinavian Restaurant,,,56102|11054|56103|561|5610,"Fast-food restaurants operations, including quick service restaurant || Manufacture of bottled drinking water || Activities of buffet restaurants || Restaurants and mobile food service activities || Restaurants and mobile food service activities",0.361188|0.220426|0.192847|0.192436|0.192436,0.361188,retrieval:candidates,REVIEW_CANDIDATES
fsq,"[Travel and Transportation > Lodging > Hotel, Travel and Transportation > Lodging > Resort, Arts and Entertainment > Water Park]",1,3.521870817778404e-05,psic,rev5,,,exact,,,category,"Travel and Transportation Lodging Hotel, Travel and Transportation Lodging Resort, Arts and Entertainment Water Park",,,79110|7911|522|H|7990,Travel agency activities || Travel agency activities || Support activities for transportation || Transportation and Storage || Other travel related activities,0.293468|0.293468|0.291390|0.289604|0.283349,0.293468,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Health and Medicine > Maternity Clinic],1,3.521870817778404e-05,psic,rev5,,,exact,,,category,Health and Medicine Maternity Clinic,,,R|86123|86|869|86222,Human Health and Social Work Activities || Private maternity hospital activities || Human Health Activities || Other human health activities || Private pediatric clinic activities,0.315708|0.293684|0.242843|0.223310|0.219018,0.315708,retrieval:candidates,REVIEW_CANDIDATES
fsq,"[Community and Government > Government Building > Embassy or Consulate, Business and Professional Services > Office]",1,3.521870817778404e-05,psic,rev5,,,exact,,,category,"Community and Government Government Building Embassy or Consulate, Business and Professional Services Office",,,84112|84113|941|7020|70200,"Public administration, regional government || Public administration, local government || Activities of business, employers and professional membership organizations || Business and other management consultancy activities || Business and other management consultancy activities",0.283659|0.275826|0.268287|0.220938|0.220938,0.283659,retrieval:candidates,REVIEW_CANDIDATES
fsq,"['Dining and Drinking > Cafe, Coffee, and Tea House > Tea Room', 'Dining and Drinking > Cafe, Coffee, and Tea House > Bubble Tea Shop']",1,3.521870817778404e-05,psic,rev5,,,exact,,,category,"Dining and Drinking Cafe, Coffee, and Tea House Tea Room | Dining and Drinking Cafe, Coffee, and Tea House Bubble Tea Shop",,,1076|10760|56303|01634|01273,Processing of coffee and tea || Processing of coffee and tea || Activities of tea shops || Preparation of coffee and cocoa beans || Growing of tea plants,0.539108|0.539108|0.248578|0.217736|0.215900,0.539108,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Business and Professional Services > Food and Beverage Service > Caterer],1,3.521870817778404e-05,psic,rev5,,,exact,,,category,Business and Professional Services Food and Beverage Service Caterer,SUBTREE,56,56|5640|56400|564|941,"Food and Beverage Service Activities || Intermediation service activities for food and beverage services activities || Intermediation service activities for food and beverage services activities || Intermediation service activities for food and beverage services activities || Activities of business, employers and professional membership organizations",0.654453|0.468700|0.468700|0.468700|0.323586,0.654453,retrieval:strong_separated_hit,REVIEW_REQUIRED
fsq,"[Landmarks and Outdoors > Farm, Retail > Food and Beverage Retail > Fruit and Vegetable Store, Retail > Food and Beverage Retail > Grocery Store > Organic Grocery]",1,3.521870817778404e-05,psic,rev5,,,exact,,,category,"Landmarks and Outdoors Farm, Retail Food and Beverage Retail Fruit and Vegetable Store, Retail Food and Beverage Retail Grocery Store Organic Grocery",SUBTREE,56,56|564|5640|56400|4631,Food and Beverage Service Activities || Intermediation service activities for food and beverage services activities || Intermediation service activities for food and beverage services activities || Intermediation service activities for food and beverage services activities || Wholesale of food and beverages,0.512482|0.372374|0.372374|0.372374|0.311062,0.512482,retrieval:strong_separated_hit,REVIEW_REQUIRED
fsq,"[Health and Medicine > Medical Lab, Health and Medicine > Medical Center]",1,3.521870817778404e-05,psic,rev5,,,exact,,,category,"Health and Medicine Medical Lab, Health and Medicine Medical Center",,,R|8691|86910|86|72101,"Human Health and Social Work Activities || Intermediation service activities for medical, dental, and other human health services || Intermediation service activities for medical, dental, and other human health services || Human Health Activities || Research and experimental development in medical and health sciences",0.380051|0.297526|0.297526|0.293112|0.292122,0.380051,retrieval:candidates,REVIEW_CANDIDATES
fsq,"[Community and Government > Spiritual Center > Shrine, Landmarks and Outdoors > Hiking Trail, Community and Government > Spiritual Center > Church]",1,3.521870817778404e-05,psic,rev5,,,exact,,,category,"Community and Government Spiritual Center Shrine, Landmarks and Outdoors Hiking Trail, Community and Government Spiritual Center Church",,,84113|84112|86223|64121|842,"Public administration, local government || Public administration, regional government || Private dialysis center activities || Universal banking, including specialized government banking || Provision of services to the community as a whole",0.249734|0.246227|0.202843|0.201864|0.191765,0.249734,retrieval:candidates,REVIEW_CANDIDATES
fsq,"[Travel and Transportation > Road, Arts and Entertainment > Arcade]",1,3.521870817778404e-05,psic,rev5,,,exact,,,category,"Travel and Transportation Road, Arts and Entertainment Arcade",,,49439|H|522|7911|79110,"Freight transport by road, n.e.c. || Transportation and Storage || Support activities for transportation || Travel agency activities || Travel agency activities",0.247544|0.231673|0.228063|0.223806|0.223806,0.247544,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Retail > Automotive Retail > Car Parts and Accessories],1,3.521870817778404e-05,psic,rev5,,,exact,,,category,Retail Automotive Retail Car Parts and Accessories,,,47832|4782|47829|473|47300,"Retail sale of motorcycle parts and accessories || Retail sale of motor vehicle parts and accessories || Retail sale of motor vehicle parts and accessories, n.e.c. || Retail sale of automotive fuel || Retail sale of automotive fuel",0.507628|0.507479|0.487117|0.436099|0.436099,0.507628,retrieval:candidates,REVIEW_CANDIDATES
fsq,"[Retail > Convenience Store, Retail > Department Store]",1,3.521870817778404e-05,psic,rev5,,,exact,,,category,"Retail Convenience Store, Retail Department Store",,,47114|47191|47|4721|47761,Retail selling in convenience stores || Retail selling in department stores || Retail Trade || Retail sale of food || Retail sale of pet,0.478019|0.460157|0.211497|0.202522|0.188819,0.478019,retrieval:candidates,REVIEW_CANDIDATES
fsq,"[Dining and Drinking > Dessert Shop > Pastry Shop, Dining and Drinking > Dessert Shop]",1,3.521870817778404e-05,psic,rev5,,,exact,,,category,"Dining and Drinking Dessert Shop Pastry Shop, Dining and Drinking Dessert Shop",,,11054|4642|46429|23102|56303,"Manufacture of bottled drinking water || Wholesale of household, office and shop furniture, carpets and lighting equipment || Wholesale of household, office and shop furniture, carpets and lighting equipment, n.e.c. || Manufacture of hollow glass, such as bottles, drinking glasses and other glass or crystal articles || Activities of tea shops",0.304292|0.205484|0.202990|0.173525|0.089844,0.304292,retrieval:candidates,REVIEW_CANDIDATES
