source,source_value,row_count,row_share,scheme,version,mapping_kind,codes,match_type,confidence,notes,source_field,query_text,suggested_kind,suggested_codes,candidate_codes,candidate_titles,candidate_scores,retrieval_score,suggestion_source,review_status
overture,womens_clothing_store,10,0.00035218708177784037,psic,rev5,,,exact,,,category,womens clothing store,,,46412|47711|95293|4641|46419,"Wholesale of garments, clothing, wearing apparel and clothing accessories || Retail sale of garments, clothing, wearing apparel and clothing accessories || Repair and alteration of clothing || Wholesale of textiles, clothing and footwear || Wholesale of textiles, clothing and footwear, n.e.c.",0.422301|0.417134|0.386756|0.355954|0.343981,0.422301,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Travel and Transportation > Lodging],9,0.0003169683736000564,psic,rev5,,,exact,,,category,Travel and Transportation Lodging,,,79110|7911|522|H|799,Travel agency activities || Travel agency activities || Support activities for transportation || Transportation and Storage || Other travel related activities,0.394110|0.394110|0.383758|0.377596|0.375162,0.394110,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Dining and Drinking > Restaurant > Asian Restaurant > Vietnamese Restaurant],9,0.0003169683736000564,psic,rev5,,,exact,,,category,Dining and Drinking Restaurant Asian Restaurant Vietnamese Restaurant,,,56102|56103|5610|561|56109,"Fast-food restaurants operations, including quick service restaurant || Activities of buffet restaurants || Restaurants and mobile food service activities || Restaurants and mobile food service activities || Restaurants and mobile food service activities, n.e.c.",0.383846|0.208454|0.205887|0.205887|0.194754,0.383846,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Business and Professional Services > Distribution Center],9,0.0003169683736000564,psic,rev5,,,exact,,,category,Business and Professional Services Distribution Center,,,941|70200|702|7020|829,"Activities of business, employers and professional membership organizations || Business and other management consultancy activities || Business and other management consultancy activities || Business and other management consultancy activities || Business support service activities n.e.c.",0.368315|0.255028|0.255028|0.255028|0.237901,0.368315,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Community and Government > Government Building > Military > Military Base],9,0.0003169683736000564,psic,rev5,,,exact,,,category,Community and Government Government Building Military Military Base,,,30112|84113|84112|304|30400,"Building of military ships and vessels || Public administration, local government || Public administration, regional government || Manufacture of military fighting vehicles || Manufacture of military fighting vehicles",0.338908|0.298384|0.293414|0.282166|0.282166,0.338908,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Dining and Drinking > Bar > Cocktail Bar],9,0.0003169683736000564,psic,rev5,,,exact,,,category,Dining and Drinking Bar Cocktail Bar,,,11054|56301|23102|08911|11051,"Manufacture of bottled drinking water || Operation of nightclubs, bars and cocktail lounges || Manufacture of hollow glass, such as bottles, drinking glasses and other glass or crystal articles || Baryte mining || Manufacture of sports and energy drink",0.307884|0.289339|0.172403|0.082770|0.082262,0.307884,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Community and Government > Education > College and University > Community College],9,0.0003169683736000564,psic,rev5,,,exact,,,category,Community and Government Education College and University Community College,,,Q|85|842|64121|84113,"Education || Education || Provision of services to the community as a whole || Universal banking, including specialized government banking || Public administration, local government",0.288034|0.288034|0.282399|0.216798|0.215208,0.288034,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Business and Professional Services > Financial Service > Banking and Finance > Credit Union],9,0.0003169683736000564,psic,rev5,,,exact,,,category,Business and Professional Services Financial Service Banking and Finance Credit Union,,,941|64|66|829|824,"Activities of business, employers and professional membership organizations || Financial Service Activities, except Insurance and Pension Funding || Activities Auxiliary to Financial Service and Insurance Activities || Business support service activities n.e.c. || Intermediation service activities for business support activities n.e.c., except financial intermediation",0.297993|0.265752|0.250334|0.247524|0.244046,0.297993,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Dining and Drinking > Restaurant > Dumpling Restaurant],9,0.0003169683736000564,psic,rev5,,,exact,,,category,Dining and Drinking Restaurant Dumpling Restaurant,,,56102|11054|56103|561|5610,"Fast-food restaurants operations, including quick service restaurant || Manufacture of bottled drinking water || Activities of buffet restaurants || Restaurants and mobile food service activities || Restaurants and mobile food service activities",0.363655|0.222493|0.195424|0.194672|0.194672,0.363655,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Landmarks and Outdoors > Scenic Lookout],9,0.0003169683736000564,psic,rev5,,,exact,,,category,Landmarks and Outdoors Scenic Lookout,,,73102|73101|9321|93210|3313,"Billboard and outdoor advertising activities || Activities of advertising agency, except billboard and outdoor advertising activities || Activities of amusement parks and theme parks || Activities of amusement parks and theme parks || Repair and maintenance of electronic and optical equipment",0.185233|0.130774|0.116387|0.116387|0.101701,0.185233,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Travel and Transportation > Transport Hub > Rental Car Location],9,0.0003169683736000564,psic,rev5,,,exact,,,category,Travel and Transportation Transport Hub Rental Car Location,,,522|H|5229|51|50,Support activities for transportation || Transportation and Storage || Other support activities for transportation || Air Transport || Water Transport,0.324888|0.305914|0.302180|0.300520|0.290567,0.324888,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Community and Government > Education > College and University > College Residence Hall],9,0.0003169683736000564,psic,rev5,,,exact,,,category,Community and Government Education College and University College Residence Hall,,,85|Q|84113|84112|64121,"Education || Education || Public administration, local government || Public administration, regional government || Universal banking, including specialized government banking",0.352315|0.352315|0.254787|0.252701|0.248455,0.352315,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Travel and Transportation > Transportation Service > Public Transportation > Bus Line],9,0.0003169683736000564,psic,rev5,,,exact,,,category,Travel and Transportation Transportation Service Public Transportation Bus Line,,,523|522|H|5229|5231,Intermediation service activities for transportation || Support activities for transportation || Transportation and Storage || Other support activities for transportation || Intermediation service activities for freight transportation,0.428201|0.409832|0.392507|0.378311|0.367632,0.428201,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Arts and Entertainment > Night Club],9,0.0003169683736000564,psic,rev5,,,exact,,,category,Arts and Entertainment Night Club,,,90|78103|901|903|90390,Arts Creation and Performing Arts Activities || Casting and talent scouting activities for performing arts and modelling || Arts creation activities || Support activities to arts creation and performing arts || Other support activities to arts creation and performing arts,0.255862|0.252618|0.231651|0.228530|0.219934,0.255862,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Business and Professional Services > Auditorium],9,0.0003169683736000564,psic,rev5,,,exact,,,category,Business and Professional Services Auditorium,,,941|7020|70200|702|829,"Activities of business, employers and professional membership organizations || Business and other management consultancy activities || Business and other management consultancy activities || Business and other management consultancy activities || Business support service activities n.e.c.",0.412275|0.287129|0.287129|0.287129|0.261142,0.412275,retrieval:candidates,REVIEW_CANDIDATES
osm,shop=chemist,9,0.0003169683736000564,psic,rev5,,,exact,,,category,chemist shop,,,4642|46429|20|56303|202,"Wholesale of household, office and shop furniture, carpets and lighting equipment || Wholesale of household, office and shop furniture, carpets and lighting equipment, n.e.c. || Manufacture of Chemicals and Chemical Products || Activities of tea shops || Manufacture of other chemical products",0.247926|0.244961|0.132282|0.109594|0.109429,0.247926,retrieval:candidates,REVIEW_CANDIDATES
osm,amenity=hospital | healthcare=hospital | emergency=yes,9,0.0003169683736000564,psic,rev5,,,exact,,,category,hospital amenity hospital healthcare yes emergency,SUBTREE,861,861|8611|8612|86129|86111,"Hospital activities || Public hospital activities || Private hospital activities || Private hospital activities, n.e.c. || Public general hospital activities",0.685560|0.520765|0.519345|0.498966|0.444595,0.685560,retrieval:strong_separated_hit,REVIEW_REQUIRED
osm,healthcare=laboratory,9,0.0003169683736000564,psic,rev5,,,exact,,,category,laboratory healthcare,,,86991|28195|86|869|8699,"Medical and diagnostic laboratory service activities || Manufacture of fans intended for industrial applications, exhaust hoods for commercial, laboratory or industrial use || Human Health Activities || Other human health activities || Other human health activities n.e.c.",0.427653|0.242463|0.125511|0.119948|0.112190,0.427653,retrieval:candidates,REVIEW_CANDIDATES
osm,amenity=events_venue,9,0.0003169683736000564,psic,rev5,,,exact,,,category,events venue amenity,,,96901|74202|93295|56210|5621,"Activities of organizers for private events, except funeral || Events photography and videography, including for weddings, birthdays and conferences || Operation of audiovisual equipment and special effects associated with the organization of live amusement and recreation events || Event catering activities || Event catering activities",0.278876|0.214150|0.199942|0.138015|0.138015,0.278876,retrieval:candidates,REVIEW_CANDIDATES
osm,amenity=health_post | healthcare=community_health_worker,9,0.0003169683736000564,psic,rev5,,,exact,,,category,health post amenity community health worker healthcare,,,86|869|8699|86999|R,"Human Health Activities || Other human health activities || Other human health activities n.e.c. || All other human health activities, n.e.c. || Human Health and Social Work Activities",0.400889|0.368964|0.356752|0.317914|0.317012,0.400889,retrieval:candidates,REVIEW_CANDIDATES
osm,office=educational_institution,9,0.0003169683736000564,psic,rev5,,,exact,,,category,educational institution office,,,856|8569|85691|85692|82,"Educational support activities || Other educational support activities || Public educational support service activities || Private educational support service activities || Office Administrative, Office Support and Other Business Support Activities",0.421241|0.368091|0.326068|0.323091|0.245747,0.421241,retrieval:candidates,REVIEW_CANDIDATES
overture,flea_market,9,0.0003169683736000564,psic,rev5,,,exact,,,category,flea market,,,7320|73200|732|73|14104,"Market research and public opinion polling activities || Market research and public opinion polling activities || Market research and public opinion polling activities || Activities of Advertising, Market Research, and Public Relations || Manufacture of ready-to-wear mass-market apparel",0.333301|0.333301|0.333301|0.317285|0.269417,0.333301,retrieval:candidates,REVIEW_CANDIDATES
overture,retirement_home,9,0.0003169683736000564,psic,rev5,,,exact,,,category,retirement home,,,95222|9524|47591|95249|95242,"Repair and maintenance of home and garden equipment || Repair and maintenance of furniture and home furnishings || Retail sale of home furniture, fixtures and lighting equipment || Repair and maintenance of furniture and home furnishings, n.e.c. || Repair and maintenance of metal furniture and home furnishings",0.312968|0.285154|0.281817|0.280650|0.267991,0.312968,retrieval:candidates,REVIEW_CANDIDATES
overture,bed_and_breakfast,9,0.0003169683736000564,psic,rev5,,,exact,,,category,bed and breakfast,,,10615|13921|01496|01442|10617,"Manufacture of cereal breakfast foods || Manufacture of made-up bed, table and kitchen linen || Raising and breeding of cats and dogs || Raising and breeding of goats || Manufacture of flour mixes and prepared blended flour and dough for bread, cakes, biscuits or pancakes",0.447080|0.159736|0.041089|0.039197|0.037985,0.447080,retrieval:candidates,REVIEW_CANDIDATES
overture,movie_theater,9,0.0003169683736000564,psic,rev5,,,exact,,,category,movie theater,,,18202|59111|56105|50|25130,"Reproduction of movie, television, or video recordings from master copies || Movie, television-series or streaming platform program production || Activities of carinderia or eatery || Water Transport || Manufacture of steam generators, except central heating hot water boilers",0.246341|0.244375|0.051363|0.047279|0.037122,0.246341,retrieval:candidates,REVIEW_CANDIDATES
overture,financial_advising,9,0.0003169683736000564,psic,rev5,,,exact,,,category,financial advising,,,6491|64910|L|6611|66110,Financial leasing activities || Financial leasing activities || Financial and Insurance Activities || Administration of financial markets || Administration of financial markets,0.510078|0.510078|0.424303|0.370582|0.370582,0.510078,retrieval:candidates,REVIEW_CANDIDATES
overture,office_supply_store,9,0.0003169683736000564,psic,rev5,,,exact,,,category,office supply store,,,82|821|8210|3530|353,"Office Administrative, Office Support and Other Business Support Activities || Office administrative and support activities || Office administrative and support activities || Steam and air conditioning supply || Steam and air conditioning supply",0.314449|0.275967|0.275967|0.273597|0.273597,0.314449,retrieval:candidates,REVIEW_CANDIDATES
overture,furniture_assembly,9,0.0003169683736000564,psic,rev5,,,exact,,,category,furniture assembly,,,31|310|3102|31023|31029,"Manufacture of Furniture || Manufacture of furniture || Manufacture of other furniture || Manufacture of metal furniture || Manufacture of other furniture, n.e.c.",0.395101|0.395101|0.352483|0.321487|0.321061,0.395101,retrieval:candidates,REVIEW_CANDIDATES
overture,fire_station,9,0.0003169683736000564,psic,rev5,,,exact,,,category,fire station,,,11055|01295|27904|3514|35141,"Operation of water purifying and refilling station || Growing of ornamental and decorative trees such as Christmas trees, pine trees and fire trees || Manufacture of electric sound or visual signalling apparatus such as bells, sirens, indicator panels, fire alarms || Operation of charging facilities and stations || Operation of charging stations for electric vehicles",0.247518|0.155974|0.154073|0.110683|0.105160,0.247518,retrieval:candidates,REVIEW_CANDIDATES
overture,music_production,9,0.0003169683736000564,psic,rev5,,,exact,,,category,music production,,,0148|014|59|01489|592,"Egg production || Animal production || Motion Picture, Video and Television Program Production, Sound Recording and Music Publishing Activities || Egg production, n.e.c. || Sound recording and music publishing activities",0.341771|0.332791|0.314264|0.295323|0.290059,0.341771,retrieval:candidates,REVIEW_CANDIDATES
overture,hunting_and_fishing_store,9,0.0003169683736000564,psic,rev5,,,exact,,,category,hunting and fishing store,SUBTREE,031,031|A|01|0311|0170,"Fishing || Agriculture, Forestry and Fishing || Crop and Animal Production, Hunting and Related Service Activities || Marine fishing || Hunting, trapping and related service activities",0.461046|0.340144|0.335245|0.277778|0.253160,0.461046,retrieval:strong_separated_hit,REVIEW_REQUIRED
fsq,[Dining and Drinking > Restaurant > Asian Restaurant > Japanese Restaurant > Ramen Restaurant],8,0.0002817496654222723,psic,rev5,,,exact,,,category,Dining and Drinking Restaurant Asian Restaurant Japanese Restaurant Ramen Restaurant,,,56102|56103|561|5610|56109,"Fast-food restaurants operations, including quick service restaurant || Activities of buffet restaurants || Restaurants and mobile food service activities || Restaurants and mobile food service activities || Restaurants and mobile food service activities, n.e.c.",0.387975|0.209568|0.206221|0.206221|0.195042,0.387975,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Dining and Drinking > Dessert Shop > Waffle Shop],8,0.0002817496654222723,psic,rev5,,,exact,,,category,Dining and Drinking Dessert Shop Waffle Shop,,,11054|4642|46429|23102|56303,"Manufacture of bottled drinking water || Wholesale of household, office and shop furniture, carpets and lighting equipment || Wholesale of household, office and shop furniture, carpets and lighting equipment, n.e.c. || Manufacture of hollow glass, such as bottles, drinking glasses and other glass or crystal articles || Activities of tea shops",0.255757|0.233502|0.230442|0.144216|0.103634,0.255757,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Travel and Transportation > Travel Lounge],8,0.0002817496654222723,psic,rev5,,,exact,,,category,Travel and Transportation Travel Lounge,,,79110|7911|799|7990|79,"Travel agency activities || Travel agency activities || Other travel related activities || Other travel related activities || Travel Agency, Tour Operator, and Other Travel Related Activities",0.455509|0.455509|0.433015|0.433015|0.413798,0.455509,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Travel and Transportation > Transport Hub > Airport > Airport Gate],8,0.0002817496654222723,psic,rev5,,,exact,,,category,Travel and Transportation Transport Hub Airport Airport Gate,,,49427|51|522|50|5229,Operation of airport shuttles || Air Transport || Support activities for transportation || Water Transport || Other support activities for transportation,0.399719|0.303262|0.279910|0.263901|0.260890,0.399719,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Retail > Garden Center],8,0.0002817496654222723,psic,rev5,,,exact,,,category,Retail Garden Center,,,86223|95222|91410|9141|9522,Private dialysis center activities || Repair and maintenance of home and garden equipment || Botanical and zoological garden activities || Botanical and zoological garden activities || Repair and maintenance of household appliances and home and garden equipment,0.284209|0.268445|0.264965|0.264965|0.217873,0.284209,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Sports and Recreation > Indoor Play Area],8,0.0002817496654222723,psic,rev5,,,exact,,,category,Sports and Recreation Indoor Play Area,,,8551|85510|S|93|932,"Sports and recreation education || Sports and recreation education || Arts, Sports and Recreation || Sports Activities and Amusement And Recreation Activities || Amusement and recreation activities",0.592077|0.592077|0.582858|0.379584|0.336815,0.592077,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Retail > Drugstore],8,0.0002817496654222723,psic,rev5,,,exact,,,category,Retail Drugstore,,,47|4721|47761|47219|4751,"Retail Trade || Retail sale of food || Retail sale of pet || Retail sale of food, n.e.c. || Retail sale of textiles",0.341215|0.322404|0.296386|0.296255|0.294707,0.341215,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Business and Professional Services > Laundromat],8,0.0002817496654222723,psic,rev5,,,exact,,,category,Business and Professional Services Laundromat,,,941|70200|702|7020|829,"Activities of business, employers and professional membership organizations || Business and other management consultancy activities || Business and other management consultancy activities || Business and other management consultancy activities || Business support service activities n.e.c.",0.412392|0.287196|0.287196|0.287196|0.261251,0.412392,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Business and Professional Services > Warehouse],8,0.0002817496654222723,psic,rev5,,,exact,,,category,Business and Professional Services Warehouse,,,941|702|70200|7020|829,"Activities of business, employers and professional membership organizations || Business and other management consultancy activities || Business and other management consultancy activities || Business and other management consultancy activities || Business support service activities n.e.c.",0.417725|0.290270|0.290270|0.290270|0.266246,0.417725,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Community and Government > Government Building > Government Department],8,0.0002817496654222723,psic,rev5,,,exact,,,category,Community and Government Government Building Government Department,,,84113|84112|64121|47191|842,"Public administration, local government || Public administration, regional government || Universal banking, including specialized government banking || Retail selling in department stores || Provision of services to the community as a whole",0.379229|0.373184|0.298052|0.211684|0.139329,0.379229,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Dining and Drinking > Brewery],8,0.0002817496654222723,psic,rev5,,,exact,,,category,Dining and Drinking Brewery,,,11054|23102|11051|6412|B,"Manufacture of bottled drinking water || Manufacture of hollow glass, such as bottles, drinking glasses and other glass or crystal articles || Manufacture of sports and energy drink || Other banking || Mining and Quarrying",0.425269|0.237907|0.109380|0.093671|0.079877,0.425269,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Landmarks and Outdoors > Mountain],8,0.0002817496654222723,psic,rev5,,,exact,,,category,Landmarks and Outdoors Mountain,NOT_ACTIVITY,,,,,,rule:high_precision_non_activity,REVIEW_REQUIRED
fsq,[Landmarks and Outdoors > Park > Dog Park],8,0.0002817496654222723,psic,rev5,,,exact,,,category,Landmarks and Outdoors Park Dog Park,,,93210|9321|73102|5530|553,"Activities of amusement parks and theme parks || Activities of amusement parks and theme parks || Billboard and outdoor advertising activities || Camping grounds, recreational vehicle parks and trailer parks || Camping grounds, recreational vehicle parks and trailer parks",0.179301|0.179301|0.166782|0.145159|0.145159,0.179301,retrieval:candidates,REVIEW_CANDIDATES
fsq,"[Dining and Drinking > Restaurant > Fast Food Restaurant, Dining and Drinking > Restaurant > Fried Chicken Joint]",8,0.0002817496654222723,psic,rev5,,,exact,,,category,"Dining and Drinking Restaurant Fast Food Restaurant, Dining and Drinking Restaurant Fried Chicken Joint",,,56102|11054|5610|561|56109,"Fast-food restaurants operations, including quick service restaurant || Manufacture of bottled drinking water || Restaurants and mobile food service activities || Restaurants and mobile food service activities || Restaurants and mobile food service activities, n.e.c.",0.443958|0.242246|0.218405|0.218405|0.208386,0.443958,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Travel and Transportation > Lodging > Boarding House],8,0.0002817496654222723,psic,rev5,,,exact,,,category,Travel and Transportation Lodging Boarding House,,,55901|522|7911|79110|H,Operation of dormitories and boarding houses || Support activities for transportation || Travel agency activities || Travel agency activities || Transportation and Storage,0.279212|0.266776|0.266688|0.266688|0.262379,0.279212,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Business and Professional Services > Pet Service],8,0.0002817496654222723,psic,rev5,,,exact,,,category,Business and Professional Services Pet Service,,,941|96902|829|82990|8299,"Activities of business, employers and professional membership organizations || Pet care services || Business support service activities n.e.c. || Other business support service activities n.e.c. || Other business support service activities n.e.c.",0.393081|0.371405|0.335315|0.310494|0.310494,0.393081,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Retail > Warehouse or Wholesale Store],8,0.0002817496654222723,psic,rev5,,,exact,,,category,Retail Warehouse or Wholesale Store,,,G|46|46317|464|46732,Wholesale and Retail Trade || Wholesale Trade || Wholesale of salt || Wholesale of household goods || Wholesale of cement,0.342706|0.256859|0.247338|0.242717|0.236708,0.342706,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Retail > Food and Beverage Retail > Fruit and Vegetable Store],8,0.0002817496654222723,psic,rev5,,,exact,,,category,Retail Food and Beverage Retail Fruit and Vegetable Store,SUBTREE,56,56|564|5640|56400|4721,Food and Beverage Service Activities || Intermediation service activities for food and beverage services activities || Intermediation service activities for food and beverage services activities || Intermediation service activities for food and beverage services activities || Retail sale of food,0.478717|0.345953|0.345953|0.345953|0.321653,0.478717,retrieval:strong_separated_hit,REVIEW_REQUIRED
fsq,"[Dining and Drinking > Restaurant > Pizzeria, Dining and Drinking > Restaurant > Italian Restaurant]",8,0.0002817496654222723,psic,rev5,,,exact,,,category,"Dining and Drinking Restaurant Pizzeria, Dining and Drinking Restaurant Italian Restaurant",,,56102|11054|561|5610|56103,"Fast-food restaurants operations, including quick service restaurant || Manufacture of bottled drinking water || Restaurants and mobile food service activities || Restaurants and mobile food service activities || Activities of buffet restaurants",0.333719|0.276553|0.182448|0.182448|0.180536,0.333719,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Business and Professional Services > Automotive Service > Smog Check Shop],8,0.0002817496654222723,psic,rev5,,,exact,,,category,Business and Professional Services Automotive Service Smog Check Shop,,,941|829|4730|473|47300,"Activities of business, employers and professional membership organizations || Business support service activities n.e.c. || Retail sale of automotive fuel || Retail sale of automotive fuel || Retail sale of automotive fuel",0.329560|0.273116|0.256744|0.256744|0.256744,0.329560,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Health and Medicine > Hospital > Hospital Unit],8,0.0002817496654222723,psic,rev5,,,exact,,,category,Health and Medicine Hospital Hospital Unit,SUBTREE,861,861|8611|8612|86129|86111,"Hospital activities || Public hospital activities || Private hospital activities || Private hospital activities, n.e.c. || Public general hospital activities",0.537116|0.416627|0.413226|0.393442|0.354529,0.537116,retrieval:strong_separated_hit,REVIEW_REQUIRED
fsq,[Retail > Video Store],8,0.0002817496654222723,psic,rev5,,,exact,,,category,Retail Video Store,,,5821|58210|47406|47692|62110,"Publishing of video games || Publishing of video games || Retail sale of audio and video equipment, including parts and accessories || Retail sale of music and video recordings in physical media || Development of video games, video game software, and video game software tools",0.305021|0.305021|0.301801|0.291990|0.287066,0.305021,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Business and Professional Services > Insurance Agency],8,0.0002817496654222723,psic,rev5,,,exact,,,category,Business and Professional Services Insurance Agency,,,941|651|7020|70200|702,"Activities of business, employers and professional membership organizations || Insurance || Business and other management consultancy activities || Business and other management consultancy activities || Business and other management consultancy activities",0.379877|0.375902|0.284136|0.284136|0.284136,0.379877,retrieval:candidates,REVIEW_CANDIDATES
fsq,[Retail > Food and Beverage Retail > Farmers Market],8,0.0002817496654222723,psic,rev5,,,exact,,,category,Retail Food and Beverage Retail Farmers Market,SUBTREE,56,56|56400|564|5640|4721,Food and Beverage Service Activities || Intermediation service activities for food and beverage services activities || Intermediation service activities for food and beverage services activities || Intermediation service activities for food and beverage services activities || Retail sale of food,0.559308|0.409483|0.409483|0.409483|0.361496,0.559308,retrieval:strong_separated_hit,REVIEW_REQUIRED
osm,amenity=cinema,8,0.0002817496654222723,psic,rev5,,,exact,,,category,cinema amenity,,,86123|842|841|80190|8019,"Private maternity hospital activities || Provision of services to the community as a whole || Administration of the State and the economic, social and environmental policies of the community || Security activities n.e.c. || Security activities n.e.c.",0.075053|0.072300|0.045700|0.042261|0.042261,0.075053,retrieval:candidates,REVIEW_CANDIDATES
osm,amenity=social_facility,8,0.0002817496654222723,psic,rev5,,,exact,,,category,social facility amenity,,,8430|843|84300|88|8890,Compulsory social security activities || Compulsory social security activities || Compulsory social security activities || Social Work Activities Without Accommodation || Other social work activities without accommodation,0.317536|0.317536|0.317536|0.265687|0.248380,0.317536,retrieval:candidates,REVIEW_CANDIDATES
osm,amenity=car_rental,8,0.0002817496654222723,psic,rev5,,,exact,,,category,car rental amenity,,,77|7710|771|77100|77292,Rental and Leasing Activities || Rental and leasing of motor vehicles || Rental and leasing of motor vehicles || Rental and leasing of motor vehicles || Rental and leasing of household furniture,0.271577|0.224534|0.224534|0.224534|0.202178,0.271577,retrieval:candidates,REVIEW_CANDIDATES
osm,amenity=dentist,8,0.0002817496654222723,psic,rev5,,,exact,,,category,dentist amenity,,,86123|842|862|87|86221,Private maternity hospital activities || Provision of services to the community as a whole || Medical and dental practice activities || Residential Care Activities || Private dental practice activities,0.064872|0.062493|0.053650|0.053324|0.053008,0.064872,retrieval:candidates,REVIEW_CANDIDATES
osm,tourism=motel,8,0.0002817496654222723,psic,rev5,,,exact,,,category,motel tourism,,,55201|55102|79901|96906|7912,"Operation of tourist inns || Operation of motels || Activities of independent tourist guides || Social escort service activities, excluding tourist guides || Tour operator activities",0.172074|0.162267|0.127083|0.113121|0.102445,0.172074,retrieval:candidates,REVIEW_CANDIDATES
osm,amenity=hospital | healthcare=hospital,8,0.0002817496654222723,psic,rev5,,,exact,,,category,hospital amenity hospital healthcare,SUBTREE,861,861|8611|8612|86129|86111,"Hospital activities || Public hospital activities || Private hospital activities || Private hospital activities, n.e.c. || Public general hospital activities",0.713172|0.544150|0.542033|0.520236|0.461332,0.713172,retrieval:strong_separated_hit,REVIEW_REQUIRED
osm,office=employment_agency,8,0.0002817496654222723,psic,rev5,,,exact,,,category,employment agency office,,,78|782|78200|7820|7810,Employment Activities || Temporary employment agency activities and other human resource provisions || Temporary employment agency activities and other human resource provisions || Temporary employment agency activities and other human resource provisions || Activities of employment placement agencies,0.449250|0.431807|0.431807|0.431807|0.332519,0.449250,retrieval:candidates,REVIEW_CANDIDATES
osm,shop=appliance,8,0.0002817496654222723,psic,rev5,,,exact,,,category,appliance shop,,,27902|4642|46429|2750|275,"Manufacture of appliance cords, extension cords and other electrical cords || Wholesale of household, office and shop furniture, carpets and lighting equipment || Wholesale of household, office and shop furniture, carpets and lighting equipment, n.e.c. || Manufacture of domestic appliances || Manufacture of domestic appliances",0.235618|0.191141|0.188356|0.188176|0.188176,0.235618,retrieval:candidates,REVIEW_CANDIDATES
osm,amenity=clinic | healthcare=clinic,8,0.0002817496654222723,psic,rev5,,,exact,,,category,clinic amenity clinic healthcare,,,86222|86226|86225|86224|86,Private pediatric clinic activities || Private dermatology clinic activities || Private obstetrics and gynecology clinic activities || Private optometry and ophthalmology clinic activities || Human Health Activities,0.408092|0.389538|0.309777|0.305799|0.100743,0.408092,retrieval:candidates,REVIEW_CANDIDATES
osm,office=courier,8,0.0002817496654222723,psic,rev5,,,exact,,,category,courier office,,,5320|532|53|533|53300,Courier activities || Courier activities || Postal and Courier Activities || Intermediation service activities for postal and courier activities || Intermediation service activities for postal and courier activities,0.594196|0.594196|0.421637|0.319580|0.319580,0.594196,retrieval:candidates,REVIEW_CANDIDATES
overture,specialty_school,8,0.0002817496654222723,psic,rev5,,,exact,,,category,specialty school,,,85530|8553|22205|85103|85104,Driving school activities || Driving school activities || Manufacture of office or school supplies made of plastic || Public pre-primary or pre-school education for children with special needs || Private pre-primary or pre-school education for children with special needs,0.445623|0.445623|0.292937|0.263703|0.262300,0.445623,retrieval:candidates,REVIEW_CANDIDATES
overture,buffet_restaurant,8,0.0002817496654222723,psic,rev5,,,exact,,,category,buffet restaurant,SUBTREE,56103,56103|56102|561|5610|56109,"Activities of buffet restaurants || Fast-food restaurants operations, including quick service restaurant || Restaurants and mobile food service activities || Restaurants and mobile food service activities || Restaurants and mobile food service activities, n.e.c.",0.561913|0.317648|0.173085|0.173085|0.163497,0.561913,retrieval:strong_separated_hit,REVIEW_REQUIRED
overture,karaoke_venue,8,0.0002817496654222723,psic,rev5,,,exact,,,category,karaoke venue,,,77294|1910|191|19100|16211,"Rental and leasing of audio-video equipment, including videoke and karaoke machine || Manufacture of coke oven products || Manufacture of coke oven products || Manufacture of coke oven products || Manufacture of veneer sheets",0.339556|0.052687|0.052687|0.052687|0.030841,0.339556,retrieval:candidates,REVIEW_CANDIDATES
